league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
FRA-Ligue 1,2022,Nantes,Sébastien Corchia,FRA,"DF,MF",31,1990,22,6,786,8.7,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,2022-2023,standard
FRA-Ligue 1,2022,Nice,Aaron Ramsey,WAL,MF,31,1990,27,18,1584,17.6,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,2022-2023,standard
FRA-Ligue 1,2022,Nice,Alexis Beka Beka,FRA,MF,21,2001,14,7,545,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Alexis Claude-Maurice,FRA,MF,24,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Amine Gouiri,ALG,"MF,FW",22,2000,3,3,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Andréa Dacourt,FRA,MF,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Andy Delort,ALG,FW,30,1991,14,9,781,8.7,6,1,7,3,3,3,0,0,0.69,0.12,0.81,0.35,0.46,2022-2023,standard
FRA-Ligue 1,2022,Nice,Antoine Mendy,SEN,"DF,MF",18,2004,11,7,518,5.8,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,2022-2023,standard
FRA-Ligue 1,2022,Nice,Ayoub Amraoui,MAR,DF,18,2004,7,3,294,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Badredine Bouanani,ALG,"FW,MF",17,2004,19,9,863,9.6,0,4,4,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42,2022-2023,standard
FRA-Ligue 1,2022,Nice,Bilal Brahimi,ALG,"FW,MF",22,2000,26,5,800,8.9,3,2,5,3,0,0,0,0,0.34,0.23,0.56,0.34,0.56,2022-2023,standard
FRA-Ligue 1,2022,Nice,Calvin Stengs,NED,"MF,FW",23,1998,4,3,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Dante,BRA,DF,38,1983,37,37,3299,36.7,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,2022-2023,standard
FRA-Ligue 1,2022,Nice,Flavius Daniliuc,AUT,DF,21,2001,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Gaëtan Laborde,FRA,FW,28,1994,33,28,2506,27.8,13,3,16,13,0,1,0,0,0.47,0.11,0.57,0.47,0.57,2022-2023,standard
FRA-Ligue 1,2022,Nice,Hicham Boudaoui,ALG,MF,22,1999,27,22,1875,20.8,1,2,3,1,0,0,5,0,0.05,0.1,0.14,0.05,0.14,2022-2023,standard
FRA-Ligue 1,2022,Nice,Jean-Clair Todibo,FRA,DF,22,1999,34,33,2870,31.9,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Joe Bryan,ENG,MF,28,1993,6,2,177,2.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Jordan Lotomba,SUI,"DF,MF",23,1998,33,27,2453,27.3,0,2,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
FRA-Ligue 1,2022,Nice,Kasper Schmeichel,DEN,GK,35,1986,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Khéphren Thuram,FRA,MF,21,2001,35,30,2547,28.3,2,4,6,2,0,0,3,0,0.07,0.14,0.21,0.07,0.21,2022-2023,standard
FRA-Ligue 1,2022,Nice,Marcin Bułka,POL,GK,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Mario Lemina,GAB,MF,28,1993,14,11,838,9.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Mattia Viti,ITA,DF,20,2002,9,7,634,7.0,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,2022-2023,standard
FRA-Ligue 1,2022,Nice,Melvin Bard,FRA,"DF,MF",21,2000,33,28,2456,27.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Nicolas Pépé,CIV,"FW,MF",27,1995,18,17,1495,16.6,6,0,6,3,3,3,2,0,0.36,0.0,0.36,0.18,0.18,2022-2023,standard
FRA-Ligue 1,2022,Nice,Pablo Rosario,DOM,"MF,DF",25,1997,31,17,1767,19.6,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,2022-2023,standard
FRA-Ligue 1,2022,Nice,Rareş Ilie,ROU,MF,19,2003,4,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Reda Belahyane,MAR,MF,18,2004,4,1,182,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Ross Barkley,ENG,"MF,FW",28,1993,27,9,960,10.7,4,2,6,4,0,0,1,0,0.37,0.19,0.56,0.37,0.56,2022-2023,standard
FRA-Ligue 1,2022,Nice,Sofiane Diop,MAR,"MF,FW",22,2000,22,14,1228,13.6,1,4,5,1,0,0,1,0,0.07,0.29,0.37,0.07,0.37,2022-2023,standard
FRA-Ligue 1,2022,Nice,Terem Moffi,NGA,FW,23,1999,16,15,1328,14.8,6,3,9,6,0,0,2,0,0.41,0.2,0.61,0.41,0.61,2022-2023,standard
FRA-Ligue 1,2022,Nice,Théo Trinker,FRA,MF,21,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Nice,Youcef Atal,ALG,"DF,MF",26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,2022-2023,standard
FRA-Ligue 1,2022,Nice,Youssouf Ndayishimiye,BDI,"DF,MF",23,1998,10,6,568,6.3,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,2022-2023,standard
FRA-Ligue 1,2022,PSG,Achraf Hakimi,MAR,"MF,DF",23,1998,28,23,2053,22.8,5,3,8,5,0,0,7,2,0.22,0.13,0.35,0.22,0.35,2022-2023,standard
FRA-Ligue 1,2022,PSG,Alexandre Letellier,FRA,GK,31,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Carlos Soler,ESP,MF,25,1997,26,14,1187,13.2,3,2,5,3,0,0,0,0,0.23,0.15,0.38,0.23,0.38,2022-2023,standard
FRA-Ligue 1,2022,PSG,Danilo Pereira,POR,"DF,MF",30,1991,33,27,2410,26.8,2,0,2,2,0,0,3,0,0.07,0.0,0.07,0.07,0.07,2022-2023,standard
FRA-Ligue 1,2022,PSG,El Chadaille Bitshiabu,FRA,DF,17,2005,13,6,583,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Fabián Ruiz Peña,ESP,MF,26,1996,27,21,1892,21.0,3,2,5,3,0,0,0,0,0.14,0.1,0.24,0.14,0.24,2022-2023,standard
FRA-Ligue 1,2022,PSG,Gianluigi Donnarumma,ITA,GK,23,1999,38,38,3409,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Hugo Ekitike,FRA,FW,20,2002,25,12,1155,12.8,3,4,7,3,0,0,0,0,0.23,0.31,0.55,0.23,0.55,2022-2023,standard
FRA-Ligue 1,2022,PSG,Ilyes Housni,FRA,FW,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Ismaël Gharbi,TUN,MF,18,2004,6,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Juan Bernat,ESP,"MF,DF",29,1993,28,18,1648,18.3,1,4,5,1,0,0,1,0,0.05,0.22,0.27,0.05,0.27,2022-2023,standard
FRA-Ligue 1,2022,PSG,Kylian Mbappé,FRA,FW,23,1998,34,32,2818,31.3,29,5,34,26,3,4,6,0,0.93,0.16,1.09,0.83,0.99,2022-2023,standard
FRA-Ligue 1,2022,PSG,Leandro Paredes,ARG,MF,28,1994,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73,2022-2023,standard
FRA-Ligue 1,2022,PSG,Lionel Messi,ARG,"FW,MF",35,1987,32,32,2837,31.5,16,16,32,16,0,0,0,0,0.51,0.51,1.02,0.51,1.02,2022-2023,standard
FRA-Ligue 1,2022,PSG,Marco Verratti,ITA,MF,29,1992,29,27,2194,24.4,0,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Marquinhos,BRA,DF,28,1994,33,30,2717,30.2,2,0,2,2,0,0,4,0,0.07,0.0,0.07,0.07,0.07,2022-2023,standard
FRA-Ligue 1,2022,PSG,Neymar,BRA,"MF,FW",30,1992,20,18,1545,17.2,13,11,24,11,2,2,6,1,0.76,0.64,1.4,0.64,1.28,2022-2023,standard
FRA-Ligue 1,2022,PSG,Nordi Mukiele,FRA,"MF,DF",24,1997,19,12,1137,12.6,0,3,3,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,2022-2023,standard
FRA-Ligue 1,2022,PSG,Nuno Mendes,POR,"MF,DF",20,2002,23,18,1548,17.2,1,6,7,1,0,0,2,0,0.06,0.35,0.41,0.06,0.41,2022-2023,standard
FRA-Ligue 1,2022,PSG,Pablo Sarabia,ESP,"FW,MF",30,1992,14,3,370,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Presnel Kimpembe,FRA,DF,26,1995,11,9,730,8.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,PSG,Renato Sanches,POR,MF,24,1997,23,6,717,8.0,2,0,2,2,0,0,1,0,0.25,0.0,0.25,0.25,0.25,2022-2023,standard
FRA-Ligue 1,2022,PSG,Sergio Ramos,ESP,DF,36,1986,33,31,2704,30.0,2,1,3,2,0,0,3,1,0.07,0.03,0.1,0.07,0.1,2022-2023,standard
FRA-Ligue 1,2022,PSG,Timothee Pembele,FRA,"MF,DF",19,2002,5,4,263,2.9,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,2022-2023,standard
FRA-Ligue 1,2022,PSG,Vitinha,POR,MF,22,2000,36,29,2446,27.2,2,3,5,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,2022-2023,standard
FRA-Ligue 1,2022,PSG,Warren Zaïre-Emery,FRA,MF,16,2006,26,8,929,10.3,2,0,2,2,0,0,1,0,0.19,0.0,0.19,0.19,0.19,2022-2023,standard
FRA-Ligue 1,2022,Reims,Alexis Flips,FRA,"MF,DF",22,2000,33,28,1978,22.0,4,6,10,4,0,0,3,1,0.18,0.27,0.46,0.18,0.46,2022-2023,standard
FRA-Ligue 1,2022,Reims,Andrew Gravillon,GLP,DF,24,1998,13,12,1038,11.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Arber Zeneli,KVX,"MF,FW",27,1995,23,12,1000,11.1,0,2,2,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,2022-2023,standard
FRA-Ligue 1,2022,Reims,Azor Matusiwa,NED,MF,24,1998,30,29,2484,27.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Bradley Locko,FRA,"MF,DF",20,2002,15,13,1059,11.8,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Check Keita,FRA,DF,19,2003,9,8,682,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Dion Lopy,SEN,MF,20,2002,29,16,1379,15.3,0,1,1,0,0,0,6,2,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
FRA-Ligue 1,2022,Reims,El Bilal Touré,MLI,FW,20,2001,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Emmanuel Agbadou,CIV,DF,25,1997,29,27,2388,26.5,0,3,3,0,0,0,5,3,0.0,0.11,0.11,0.0,0.11,2022-2023,standard
FRA-Ligue 1,2022,Reims,Fallou Fall,SEN,DF,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Folarin Balogun,USA,FW,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,0.63,0.06,0.69,0.45,0.51,2022-2023,standard
FRA-Ligue 1,2022,Reims,Ibrahim Diakité,GUI,DF,18,2003,3,1,131,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Jens Cajuste,SWE,MF,22,1999,31,14,1530,17.0,3,1,4,3,0,0,8,1,0.18,0.06,0.24,0.18,0.24,2022-2023,standard
FRA-Ligue 1,2022,Reims,Junya Itō,JPN,"MF,FW",29,1993,35,34,2916,32.4,6,5,11,6,0,0,3,1,0.19,0.15,0.34,0.19,0.34,2022-2023,standard
FRA-Ligue 1,2022,Reims,Kaj Sierhuis,NED,FW,24,1998,14,1,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Kamory Doumbia,MLI,MF,19,2003,26,13,1155,12.8,2,2,4,1,1,1,0,0,0.16,0.16,0.31,0.08,0.23,2022-2023,standard
FRA-Ligue 1,2022,Reims,Mamadou Diakhon,SEN,FW,16,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Marshall Munetsi,ZIM,MF,26,1996,34,31,2700,30.0,7,3,10,7,0,0,6,0,0.23,0.1,0.33,0.23,0.33,2022-2023,standard
FRA-Ligue 1,2022,Reims,Martin Adeline,FRA,MF,18,2003,5,0,107,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Maxime Busi,BEL,"MF,DF",22,1999,21,11,1043,11.6,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,2022-2023,standard
FRA-Ligue 1,2022,Reims,Mitchell van Bergen,NED,"MF,FW",22,1999,28,6,905,10.1,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,2022-2023,standard
FRA-Ligue 1,2022,Reims,Mo Touré,AUS,FW,18,2004,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Myziane Maolida,COM,MF,23,1999,9,2,232,2.6,1,0,1,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,2022-2023,standard
FRA-Ligue 1,2022,Reims,Nathanaël Mbuku,COD,MF,20,2002,6,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Noah Holm,NOR,FW,21,2001,8,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Patrick Pentz,AUT,GK,25,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Rafik Guitane,FRA,"FW,MF",23,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Samuel Koeberlé,FRA,MF,17,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Thibault De Smet,BEL,DF,24,1998,22,20,1758,19.5,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,2022-2023,standard
FRA-Ligue 1,2022,Reims,Thomas Foket,BEL,DF,27,1994,24,23,1976,22.0,0,1,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05,2022-2023,standard
FRA-Ligue 1,2022,Reims,Valentin Atangana Edoa,FRA,MF,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Wout Faes,BEL,DF,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Yehvann Diouf,SEN,GK,22,1999,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Reims,Yunis Abdelhamid,MAR,DF,34,1987,37,37,3330,37.0,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Adrien Truffert,FRA,DF,20,2001,28,24,1954,21.7,0,6,6,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Alan Do Marcolino,GAB,FW,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Amine Gouiri,ALG,"FW,MF",22,2000,33,29,2523,28.0,15,3,18,15,0,0,4,0,0.54,0.11,0.64,0.54,0.64,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Arnaud Kalimuendo,FRA,FW,20,2002,30,24,1849,20.5,7,3,10,7,0,0,0,0,0.34,0.15,0.49,0.34,0.49,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Arthur Theate,BEL,DF,22,2000,35,35,3127,34.7,4,0,4,4,0,0,5,0,0.12,0.0,0.12,0.12,0.12,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Baptiste Santamaria,FRA,MF,27,1995,25,20,1813,20.1,2,0,2,2,0,0,2,0,0.1,0.0,0.1,0.1,0.1,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",28,1994,37,37,3065,34.1,7,10,17,5,2,2,6,1,0.21,0.29,0.5,0.15,0.44,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Birger Meling,NOR,DF,27,1994,27,10,1209,13.4,0,1,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Christopher Wooh,CMR,DF,20,2001,13,12,1006,11.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Djed Spence,ENG,DF,21,2000,8,7,573,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Doğan Alemdar,TUR,GK,19,2002,6,4,406,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Désiré Doué,FRA,"MF,FW",17,2005,26,11,1115,12.4,3,1,4,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Flavien Tait,FRA,MF,29,1993,30,19,1680,18.7,2,2,4,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Gaëtan Laborde,FRA,FW,28,1994,4,3,249,2.8,2,0,2,2,0,0,0,0,0.72,0.0,0.72,0.72,0.72,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Guéla Doué,CIV,DF,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Hamari Traoré,MLI,DF,30,1992,31,28,2528,28.1,1,4,5,1,0,0,5,0,0.04,0.14,0.18,0.04,0.18,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Ibrahim Salah,MAR,FW,20,2001,13,1,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Jeanuël Belocian,FRA,DF,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Jeremy Doku,BEL,"MF,FW",20,2002,29,13,1291,14.3,6,2,8,6,0,0,0,0,0.42,0.14,0.56,0.42,0.56,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Joe Rodon,WAL,DF,24,1997,16,16,1417,15.7,1,0,1,1,0,0,2,1,0.06,0.0,0.06,0.06,0.06,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Kamaldeen Sulemana,GHA,"MF,FW",20,2002,14,2,326,3.6,1,0,1,1,0,0,1,0,0.28,0.0,0.28,0.28,0.28,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Karl Toko Ekambi,CMR,"MF,FW",29,1992,17,11,972,10.8,3,2,5,3,0,0,0,0,0.28,0.19,0.46,0.28,0.46,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Lesley Ugochukwu,FRA,MF,18,2004,26,14,1330,14.8,0,1,1,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Lorenz Assignon,TOG,DF,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.0,0.34,0.34,0.0,0.34,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Lovro Majer,CRO,MF,24,1998,32,18,1668,18.5,2,5,7,1,1,1,3,0,0.11,0.27,0.38,0.05,0.32,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Loïc Bade,FRA,DF,22,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Martin Terrier,FRA,"MF,FW",25,1997,16,16,1319,14.7,9,4,13,9,0,0,0,0,0.61,0.27,0.89,0.61,0.89,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Matthis Abline,FRA,"FW,MF",19,2003,11,0,107,1.2,1,0,1,1,0,0,0,0,0.84,0.0,0.84,0.84,0.84,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Serhou Guirassy,GUI,FW,26,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Steve Mandanda,FRA,GK,37,1985,34,34,3014,33.5,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Warmed Omari,COM,DF,22,2000,16,15,1363,15.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Rennes,Xeka,POR,MF,27,1994,8,6,552,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Adrien Thomasson,FRA,"MF,FW",28,1993,15,10,937,10.4,0,2,2,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Alexander Djiku,GHA,DF,27,1994,31,31,2677,29.7,1,2,3,1,0,0,8,1,0.03,0.07,0.1,0.03,0.1,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Colin Dagba,FRA,"MF,DF",23,1998,21,12,958,10.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Dany Jean,HAI,MF,19,2002,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Dimitri Liénard,FRA,"MF,DF",34,1988,28,18,1543,17.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Eduard Sobol,UKR,"MF,DF",27,1995,15,9,870,9.7,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Franci Bouebari,FRA,MF,18,2003,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Frederic Guilbert,FRA,"MF,DF",27,1994,18,17,1461,16.2,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Gerzino Nyamsi,CMR,DF,25,1997,20,19,1578,17.5,1,1,2,1,0,0,4,1,0.06,0.06,0.11,0.06,0.11,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Habib Diallo,SEN,FW,27,1995,37,32,2879,32.0,20,1,21,17,3,4,4,1,0.63,0.03,0.66,0.53,0.56,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Habib Diarra,SEN,"MF,FW",18,2004,29,18,1626,18.1,3,2,5,3,0,0,4,0,0.17,0.11,0.28,0.17,0.28,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Ibrahima Sissoko,MLI,MF,24,1997,26,13,1310,14.6,0,2,2,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",19,2003,28,25,2297,25.5,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Jean-Eudes Aholou,CIV,MF,28,1994,30,16,1300,14.4,3,1,4,3,0,0,4,1,0.21,0.07,0.28,0.21,0.28,2022-2023,standard
FRA-Ligue 1,2022,Strasbourg,Jean-Ricner Bellegarde,HAI,"MF,FW",24,1998,30,29,2419,26.9,2,6,8,2,0,0,5,0,0.07,0.22,0.3,0.07,0.3,2022-2023,standard
