league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ENG-Premier League,2021,West Ham,Łukasz Fabiański,POL,GK,36,1985,37,37,3330,37.0,50,1.35,161,111,68.9,16,8,13,8,21.6,6,2,3,1,60.0,2021-2022,keeper
ENG-Premier League,2021,Wolves,John Ruddy,ENG,GK,34,1986,2,1,135,1.5,3,2.0,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
ENG-Premier League,2021,Wolves,José Sá,POR,GK,28,1993,37,37,3285,36.5,40,1.1,161,121,75.2,15,5,17,11,29.7,10,9,0,1,0.0,2021-2022,keeper
ESP-La Liga,2021,Alavés,Antonio Sivera,ESP,GK,24,1996,4,3,277,3.1,4,1.3,16,12,75.0,0,1,2,1,33.3,1,1,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Alavés,Fernando Pacheco,ESP,GK,29,1992,34,34,3053,33.9,60,1.77,146,86,58.9,8,5,21,6,17.6,8,5,3,0,37.5,2021-2022,keeper
ESP-La Liga,2021,Alavés,Jesús Owono,EQG,GK,20,2001,1,1,90,1.0,1,1.0,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Athletic Club,Julen Agirrezabala,ESP,GK,20,2000,4,4,360,4.0,5,1.25,20,15,75.0,1,2,1,1,25.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Athletic Club,Unai Simón,ESP,GK,24,1997,34,34,3060,34.0,31,0.91,114,83,72.8,13,11,10,12,35.3,3,3,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Atlético Madrid,Jan Oblak,SVN,GK,28,1993,38,38,3420,38.0,43,1.13,108,65,60.2,21,8,9,12,31.6,8,7,1,0,12.5,2021-2022,keeper
ESP-La Liga,2021,Barcelona,Marc-André ter Stegen,GER,GK,29,1992,35,35,3150,35.0,34,0.97,106,74,67.9,19,9,7,11,31.4,3,2,1,0,33.3,2021-2022,keeper
ESP-La Liga,2021,Barcelona,Neto,BRA,GK,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Celta Vigo,Matías Dituro,ARG,GK,34,1987,38,38,3420,38.0,43,1.13,135,92,68.1,12,10,16,14,36.8,8,4,4,0,50.0,2021-2022,keeper
ESP-La Liga,2021,Cádiz,Jeremías Ledesma,ARG,GK,28,1993,38,38,3420,38.0,51,1.34,157,118,67.5,8,15,15,13,34.2,13,11,2,0,15.4,2021-2022,keeper
ESP-La Liga,2021,Elche,Kiko Casilla,ESP,GK,34,1986,14,14,1260,14.0,17,1.21,60,43,71.7,3,4,7,3,21.4,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Elche,Édgar Badía,ESP,GK,29,1992,24,24,2160,24.0,35,1.46,113,78,69.0,8,5,11,5,20.8,9,7,1,1,12.5,2021-2022,keeper
ESP-La Liga,2021,Espanyol,Diego López,ESP,GK,39,1981,36,36,3177,35.3,49,1.39,160,111,69.4,10,12,14,10,27.8,4,3,0,1,0.0,2021-2022,keeper
ESP-La Liga,2021,Espanyol,Joan García,ESP,GK,20,2001,2,1,108,1.2,3,2.5,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Espanyol,Oier Olazábal,ESP,GK,31,1989,2,1,135,1.5,1,0.67,8,7,87.5,0,0,1,1,100.0,1,1,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Getafe,David Soria,ESP,GK,28,1993,38,38,3414,37.9,41,1.08,132,91,68.9,8,15,15,14,36.8,4,2,1,1,33.3,2021-2022,keeper
ESP-La Liga,2021,Getafe,Diego Conde,ESP,GK,22,1998,1,0,6,0.1,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Granada,Aarón Escandell,ESP,GK,25,1995,4,3,284,3.2,6,1.9,16,10,62.5,0,2,1,1,33.3,2,2,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Granada,Luís Maximiano,POR,GK,22,1999,35,35,3136,34.8,55,1.58,173,123,68.2,8,12,15,7,20.0,7,5,2,0,28.6,2021-2022,keeper
ESP-La Liga,2021,Levante,Aitor Fernández,ESP,GK,30,1991,13,13,1166,13.0,29,2.24,80,51,63.8,1,5,7,2,15.4,2,1,1,0,50.0,2021-2022,keeper
ESP-La Liga,2021,Levante,Alejandro Primo,ESP,GK,17,2004,1,1,90,1.0,1,1.0,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Levante,Dani Cárdenas,ESP,GK,24,1997,24,24,2160,24.0,46,1.92,120,74,61.7,6,6,12,5,20.8,4,4,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Levante,Rúben Vezo,POR,DF,27,1994,1,1,4,26.9,0,0.0,0,0,,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Mallorca,Dominik Greif,SVK,GK,24,1997,1,1,90,1.0,3,3.0,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Mallorca,Leo Román,ESP,GK,21,2000,2,2,180,2.0,5,2.5,15,10,66.7,0,0,2,0,0.0,1,1,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Mallorca,Manolo Reina,ESP,GK,36,1985,21,21,1890,21.0,26,1.24,77,51,66.2,6,9,6,8,38.1,3,2,1,0,33.3,2021-2022,keeper
ESP-La Liga,2021,Mallorca,Sergio Rico,ESP,GK,27,1993,14,14,1260,14.0,29,2.07,58,29,50.0,4,0,10,1,7.1,4,3,1,0,25.0,2021-2022,keeper
ESP-La Liga,2021,Osasuna,Juan Pérez,ESP,GK,25,1996,2,2,180,2.0,3,1.5,5,2,40.0,0,1,1,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Osasuna,Sergio Herrera,ESP,GK,28,1993,36,36,3240,36.0,48,1.33,147,99,67.3,12,10,14,12,33.3,7,4,3,0,42.9,2021-2022,keeper
ESP-La Liga,2021,Rayo Vallecano,Luca Zidane,ALG,GK,23,1998,8,8,645,7.2,13,1.81,37,24,64.9,0,1,7,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27,1993,31,30,2772,30.8,37,1.2,118,89,68.6,11,8,11,9,30.0,9,7,2,0,22.2,2021-2022,keeper
ESP-La Liga,2021,Real Betis,Claudio Bravo,CHI,GK,38,1983,17,17,1456,16.2,19,1.17,58,39,67.2,8,4,5,5,29.4,1,1,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Real Betis,Rui Silva,POR,GK,27,1994,22,21,1964,21.8,21,0.96,76,55,72.4,11,4,6,8,38.1,2,2,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Real Madrid,Andriy Lunin,UKR,GK,22,1999,2,2,180,2.0,2,1.0,8,6,75.0,0,1,1,0,0.0,2,1,1,0,50.0,2021-2022,keeper
ESP-La Liga,2021,Real Madrid,Thibaut Courtois,BEL,GK,29,1992,36,36,3240,36.0,29,0.81,120,91,75.8,26,7,3,16,44.4,3,2,1,0,33.3,2021-2022,keeper
ESP-La Liga,2021,Real Sociedad,Mathew Ryan,AUS,GK,29,1992,3,3,270,3.0,5,1.67,15,10,66.7,2,0,1,1,33.3,1,1,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Real Sociedad,Álex Remiro,ESP,GK,26,1995,35,35,3150,35.0,32,0.91,111,79,71.2,15,11,9,19,54.3,5,4,1,0,20.0,2021-2022,keeper
ESP-La Liga,2021,Sevilla,Javier Díaz,ESP,GK,24,1997,1,1,90,1.0,1,1.0,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Sevilla,Marko Dmitrović,SRB,GK,29,1992,6,6,540,6.0,5,0.83,20,14,75.0,4,2,0,4,66.7,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Sevilla,Yassine Bounou,MAR,GK,30,1991,31,31,2790,31.0,24,0.77,98,74,75.5,14,13,4,13,41.9,4,2,1,1,33.3,2021-2022,keeper
ESP-La Liga,2021,Valencia,Giorgi Mamardashvili,GEO,GK,20,2000,18,18,1620,18.0,20,1.11,75,55,73.3,5,7,6,8,44.4,2,2,0,0,0.0,2021-2022,keeper
ESP-La Liga,2021,Valencia,Jasper Cillessen,NED,GK,32,1989,17,17,1457,16.2,29,1.79,78,49,62.8,4,8,5,3,17.6,6,5,1,0,16.7,2021-2022,keeper
ESP-La Liga,2021,Valencia,Jaume Doménech,ESP,GK,30,1990,4,3,343,3.8,4,1.05,12,8,66.7,2,0,1,1,33.3,0,0,0,0,,2021-2022,keeper
ESP-La Liga,2021,Villarreal,Gerónimo Rulli,ARG,GK,29,1992,32,32,2880,32.0,28,0.87,101,73,72.3,14,9,9,14,43.8,4,3,1,0,25.0,2021-2022,keeper
ESP-La Liga,2021,Villarreal,Sergio Asenjo,ESP,GK,32,1989,6,6,540,6.0,9,1.5,28,19,67.9,2,2,2,0,0.0,1,1,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Angers,Anthony Mandrea,ALG,GK,24,1996,10,10,900,10.0,14,1.4,45,31,68.9,3,3,4,2,20.0,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,Angers,Danijel Petković,MNE,GK,28,1993,15,15,1350,15.0,22,1.47,64,44,65.6,3,3,9,2,13.3,3,2,1,0,33.3,2021-2022,keeper
FRA-Ligue 1,2021,Angers,Paul Bernardoni,FRA,GK,24,1997,13,13,1170,13.0,19,1.46,48,29,60.4,4,5,4,4,30.8,3,3,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Bordeaux,Benoît Costil,FRA,GK,34,1987,25,25,2250,25.0,62,2.48,137,75,54.7,3,8,14,0,0.0,5,5,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Bordeaux,Gaëtan Poussin,FRA,GK,22,1999,13,13,1170,13.0,29,2.23,61,32,52.5,3,5,5,2,15.4,4,2,2,0,50.0,2021-2022,keeper
FRA-Ligue 1,2021,Brest,Marco Bizot,NED,GK,30,1991,38,38,3420,38.0,57,1.5,172,115,66.9,13,9,16,7,18.4,4,4,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Clermont Foot,Arthur Desmas,FRA,GK,27,1994,15,15,1304,14.5,33,2.28,67,34,50.7,3,5,7,3,20.0,3,3,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Clermont Foot,Ouparine Djoco,GNB,GK,23,1998,24,23,2116,23.5,36,1.53,101,65,64.4,6,4,13,5,21.7,2,2,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Lens,Jean-Louis Leca,FRA,GK,35,1985,27,27,2313,25.7,33,1.28,99,66,66.7,10,8,9,5,18.5,4,3,1,0,25.0,2021-2022,keeper
FRA-Ligue 1,2021,Lens,Wuilker Faríñez,VEN,GK,23,1998,13,11,1105,12.3,15,1.22,45,30,66.7,7,3,1,3,27.3,1,1,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Lille,Ivo Grbić,CRO,GK,25,1996,21,21,1890,21.0,28,1.33,88,60,68.2,8,7,6,2,9.5,2,2,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Lille,Léo Jardim,BRA,GK,26,1995,17,17,1530,17.0,20,1.18,67,47,70.1,6,6,5,8,47.1,5,4,1,0,20.0,2021-2022,keeper
FRA-Ligue 1,2021,Lorient,Matthieu Dreyer,FRA,GK,32,1989,16,16,1440,16.0,25,1.56,58,33,56.9,5,4,7,7,43.8,1,1,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Lorient,Paul Nardi,FRA,GK,27,1994,22,22,1980,22.0,38,1.73,91,56,58.2,3,8,11,4,18.2,5,4,0,1,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Lyon,Anthony Lopes,POR,GK,30,1990,34,34,2982,33.1,45,1.36,151,106,70.2,14,11,9,8,23.5,4,3,1,0,25.0,2021-2022,keeper
FRA-Ligue 1,2021,Lyon,Julian Pollersbeck,GER,GK,26,1994,6,4,436,4.8,6,1.24,25,19,76.0,3,0,1,1,25.0,4,4,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Marseille,Pau López,ESP,GK,26,1994,29,29,2610,29.0,29,1.0,86,57,66.3,15,6,8,10,34.5,4,4,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Marseille,Steve Mandanda,FRA,GK,36,1985,9,9,810,9.0,7,0.78,27,20,74.1,6,2,1,5,55.6,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,Metz,Alexandre Oukidja,ALG,GK,33,1988,21,21,1875,20.8,39,1.87,94,55,58.5,2,8,11,3,14.3,3,3,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Metz,Marc-Aurèle Caillard,FRA,GK,27,1994,19,17,1542,17.1,30,1.75,87,57,65.5,4,5,8,5,29.4,2,2,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Monaco,Alexander Nübel,GER,GK,24,1996,38,38,3420,38.0,40,1.05,146,106,72.6,20,9,9,11,28.9,9,8,0,1,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Montpellier,Dimitry Bertaud,COD,GK,23,1998,11,9,833,9.3,20,2.16,57,37,64.9,2,3,4,2,22.2,2,2,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Montpellier,Jonas Omlin,SUI,GK,27,1994,29,29,2587,28.7,41,1.43,153,115,73.2,10,4,15,8,27.6,4,3,1,0,25.0,2021-2022,keeper
FRA-Ligue 1,2021,Nantes,Alban Lafont,CIV,GK,22,1999,38,38,3420,38.0,48,1.26,148,109,67.6,15,10,13,8,21.1,7,4,3,0,42.9,2021-2022,keeper
FRA-Ligue 1,2021,Nice,Marcin Bułka,POL,GK,21,1999,1,1,90,1.0,1,1.0,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,Nice,Walter Benítez,ARG,GK,28,1993,37,37,3330,37.0,35,0.95,140,105,75.0,20,7,10,14,37.8,5,4,1,0,20.0,2021-2022,keeper
FRA-Ligue 1,2021,PSG,Alexandre Letellier,FRA,GK,30,1990,1,0,8,0.1,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,PSG,Gianluigi Donnarumma,ITA,GK,22,1999,17,17,1530,17.0,17,1.0,62,45,72.6,13,2,2,5,29.4,1,1,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,PSG,Keylor Navas,CRC,GK,34,1986,21,21,1856,20.6,18,0.87,79,61,77.2,13,6,2,8,38.1,2,2,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,PSG,Sergio Rico,ESP,GK,27,1993,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,Reims,Predrag Rajković,SRB,GK,25,1995,38,38,3420,38.0,44,1.16,161,117,72.7,11,13,14,11,28.9,7,5,1,1,16.7,2021-2022,keeper
FRA-Ligue 1,2021,Rennes,Alfred Gomis,SEN,GK,27,1993,25,25,2250,25.0,25,1.0,67,42,62.7,14,5,6,10,40.0,4,4,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Rennes,Doğan Alemdar,TUR,GK,18,2002,12,12,1080,12.0,13,1.08,35,22,62.9,6,1,5,4,33.3,2,1,1,0,50.0,2021-2022,keeper
FRA-Ligue 1,2021,Rennes,Romain Salin,FRA,GK,37,1984,1,1,90,1.0,2,2.0,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,Saint-Étienne,Etienne Green,ENG,GK,21,2000,15,15,1197,13.3,27,2.03,69,42,60.9,2,5,8,1,6.7,1,1,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Saint-Étienne,Paul Bernardoni,FRA,GK,24,1997,19,19,1710,19.0,33,1.74,82,52,59.8,5,5,9,3,15.8,5,5,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Saint-Étienne,Stefan Bajic,FRA,GK,19,2001,7,4,510,5.7,13,2.29,29,16,55.2,0,1,3,0,0.0,2,2,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Strasbourg,Eiji Kawashima,JPN,GK,38,1983,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,2021-2022,keeper
FRA-Ligue 1,2021,Strasbourg,Matz Sels,BEL,GK,29,1992,37,37,3330,37.0,43,1.16,132,89,67.4,16,12,9,13,35.1,4,4,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Troyes,Gauthier Gallon,FRA,GK,28,1993,31,31,2790,31.0,45,1.45,137,92,67.2,8,8,15,8,25.8,8,8,0,0,0.0,2021-2022,keeper
FRA-Ligue 1,2021,Troyes,Jessy Moulin,FRA,GK,35,1986,7,7,630,7.0,8,1.14,24,16,66.7,1,3,3,1,14.3,2,2,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Atalanta,Francesco Rossi,ITA,GK,30,1991,1,0,37,0.4,1,2.43,2,1,50.0,0,0,0,0,,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Atalanta,Juan Musso,ARG,GK,27,1994,33,33,2932,32.6,42,1.29,123,81,65.9,16,8,9,8,24.2,4,3,0,1,0.0,2021-2022,keeper
ITA-Serie A,2021,Atalanta,Marco Sportiello,ITA,GK,29,1992,5,5,450,5.0,5,1.0,18,13,72.2,0,3,2,2,40.0,2,2,0,0,0.0,2021-2022,keeper
ITA-Serie A,2021,Bologna,Francesco Bardi,ITA,GK,29,1992,2,2,177,2.0,2,1.02,9,7,77.8,1,1,0,1,50.0,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Bologna,Nicola Bagnolini,ITA,GK,17,2004,1,0,3,0.0,0,0.0,1,1,100.0,0,0,0,1,,0,0,0,0,,2021-2022,keeper
ITA-Serie A,2021,Bologna,Łukasz Skorupski,POL,GK,30,1991,36,36,3240,36.0,53,1.47,170,124,68.8,11,9,16,12,33.3,9,8,1,0,11.1,2021-2022,keeper
ITA-Serie A,2021,Cagliari,Alessio Cragno,ITA,GK,27,1994,35,35,3150,35.0,63,1.8,166,103,62.0,6,10,19,2,5.7,8,6,2,0,25.0,2021-2022,keeper
ITA-Serie A,2021,Cagliari,Boris Radunović,SRB,GK,25,1996,3,3,270,3.0,5,1.67,16,11,68.8,0,2,1,1,33.3,2,1,1,0,50.0,2021-2022,keeper
ITA-Serie A,2021,Empoli,Guglielmo Vicario,ITA,GK,24,1996,38,38,3420,38.0,70,1.84,220,150,68.2,10,11,17,7,18.4,10,5,2,3,28.6,2021-2022,keeper
ITA-Serie A,2021,Fiorentina,Bartłomiej Drągowski,POL,GK,23,1997,7,7,556,6.2,8,1.29,25,17,68.0,3,0,4,2,28.6,2,1,1,0,50.0,2021-2022,keeper
ITA-Serie A,2021,Fiorentina,Pietro Terracciano,ITA,GK,31,1990,32,31,2862,31.8,43,1.35,101,58,57.4,16,5,10,9,29.0,3,2,1,0,33.3,2021-2022,keeper
