league,season,team,player,nation,pos,age,born,standard_playing_time_mp,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,standard_performance_gls,standard_performance_ast,standard_performance_g_a,standard_performance_g_pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g_a,standard_per_90_minutes_g_pk,standard_per_90_minutes_g_a_pk,fbref_season_label,fbref_stat_type
ENG-Premier League,2021,Wolves,Morgan Gibbs-White,ENG,"FW,MF",21,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Wolves,Nélson Semedo,POR,MF,27,1993,25,25,2131,23.7,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,2021-2022,standard
ENG-Premier League,2021,Wolves,Pedro Neto,POR,"FW,MF",21,2000,13,5,466,5.2,1,1,2,1,0,0,3,0,0.19,0.19,0.39,0.19,0.39,2021-2022,standard
ENG-Premier League,2021,Wolves,Rayan Aït-Nouri,ALG,MF,20,2001,23,20,1828,20.3,1,2,3,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,2021-2022,standard
ENG-Premier League,2021,Wolves,Raúl Jiménez,MEX,FW,30,1991,34,30,2631,29.2,6,4,10,5,1,1,9,2,0.21,0.14,0.34,0.17,0.31,2021-2022,standard
ENG-Premier League,2021,Wolves,Romain Saïss,MAR,DF,31,1990,31,31,2705,30.1,2,0,2,2,0,0,6,0,0.07,0.0,0.07,0.07,0.07,2021-2022,standard
ENG-Premier League,2021,Wolves,Rúben Neves,POR,MF,24,1997,33,31,2661,29.6,4,2,6,4,0,0,9,0,0.14,0.07,0.2,0.14,0.2,2021-2022,standard
ENG-Premier League,2021,Wolves,Toti Gomes,POR,DF,22,1999,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ENG-Premier League,2021,Wolves,Willy Boly,CIV,DF,30,1991,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Antonio Sivera,ESP,GK,24,1996,4,3,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Facundo Pellistri,URU,"MF,FW",19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Fernando Pacheco,ESP,GK,29,1992,34,34,3053,33.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Florian Lejeune,FRA,DF,30,1991,30,30,2699,30.0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Gonzalo Escalante,ARG,MF,28,1993,17,15,1300,14.4,5,0,5,5,0,0,8,1,0.35,0.0,0.35,0.35,0.35,2021-2022,standard
ESP-La Liga,2021,Alavés,Iván Martín,ESP,MF,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Jason,ESP,MF,27,1994,14,10,678,7.5,0,1,1,0,0,0,1,0,0.0,0.13,0.13,0.0,0.13,2021-2022,standard
ESP-La Liga,2021,Alavés,Javi López,ESP,DF,19,2002,9,4,462,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Jesús Owono,EQG,GK,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,John Guidetti,SWE,FW,29,1992,10,2,279,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Joselu,ESP,FW,31,1990,37,35,3122,34.7,14,4,18,8,6,7,0,0,0.4,0.12,0.52,0.23,0.35,2021-2022,standard
ESP-La Liga,2021,Alavés,Luis Rioja,ESP,"MF,FW",27,1993,37,36,3111,34.6,1,3,4,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,2021-2022,standard
ESP-La Liga,2021,Alavés,Mamadou Loum,SEN,MF,24,1996,32,26,2312,25.7,2,0,2,2,0,0,10,0,0.08,0.0,0.08,0.08,0.08,2021-2022,standard
ESP-La Liga,2021,Alavés,Mamadou Sylla,SEN,FW,27,1994,13,4,394,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Manu García,ESP,MF,23,1998,24,10,1077,12.0,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,2021-2022,standard
ESP-La Liga,2021,Alavés,Manu Vallejo,ESP,"MF,FW",24,1997,11,2,370,4.1,1,1,2,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,2021-2022,standard
ESP-La Liga,2021,Alavés,Marc Tenas,ESP,MF,20,2001,3,0,54,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Martin Agirregabiria,ESP,"DF,MF",25,1996,24,17,1616,18.0,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
ESP-La Liga,2021,Alavés,Matt Miazga,USA,DF,26,1995,11,9,833,9.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Miguel,ESP,"FW,MF",21,1999,22,10,829,9.2,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,2021-2022,standard
ESP-La Liga,2021,Alavés,Mircea Ţîrlea,ROU,DF,21,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Nahuel Tenaglia,ARG,DF,25,1996,14,12,1073,11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Pere Pons,ESP,MF,28,1993,27,17,1366,15.2,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,2021-2022,standard
ESP-La Liga,2021,Alavés,Rubén Duarte,ESP,DF,25,1995,34,31,2621,29.1,0,4,4,0,0,0,12,1,0.0,0.14,0.14,0.0,0.14,2021-2022,standard
ESP-La Liga,2021,Alavés,Saúl García,ESP,DF,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Tachi,ESP,DF,23,1997,5,2,239,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Tomás Mendes,ESP,MF,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Tomás Pina Isla,ESP,MF,33,1987,29,16,1444,16.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Toni Moya,ESP,MF,23,1998,28,17,1386,15.4,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,2021-2022,standard
ESP-La Liga,2021,Alavés,Unai Ropero,ESP,FW,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Víctor Laguardia,ESP,DF,31,1989,34,34,3042,33.8,3,2,5,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,2021-2022,standard
ESP-La Liga,2021,Alavés,Ximo Navarro,ESP,DF,31,1990,18,16,1347,15.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Alavés,Édgar Méndez,ESP,"MF,FW",31,1990,32,17,1614,17.9,1,1,2,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Alex Petxa,ESP,DF,24,1997,17,1,412,4.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Ander Capa,ESP,"DF,MF",29,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Asier Villalibre,ESP,FW,23,1997,19,3,548,6.1,2,0,2,2,0,0,0,0,0.33,0.0,0.33,0.33,0.33,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Dani García,ESP,MF,31,1990,32,27,2177,24.2,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Daniel Vivian,ESP,DF,22,1999,24,22,1986,22.1,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Iker Muniain,ESP,MF,28,1992,35,34,2785,30.9,4,10,14,3,1,3,3,0,0.13,0.32,0.45,0.1,0.42,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Iñaki Williams,GHA,FW,27,1994,38,32,2777,30.9,8,5,13,7,1,1,4,0,0.26,0.16,0.42,0.23,0.39,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Iñigo Lekue,ESP,DF,28,1993,25,22,1925,21.4,0,2,2,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Iñigo Martínez,ESP,DF,30,1991,27,26,2341,26.0,3,0,3,3,0,0,9,2,0.12,0.0,0.12,0.12,0.12,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Jon Morcillo,ESP,MF,22,1998,7,0,54,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Julen Agirrezabala,ESP,GK,20,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Mikel Balenziaga,ESP,DF,33,1988,26,23,2027,22.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Mikel Vesga,ESP,MF,28,1993,32,17,1358,15.1,2,0,2,2,0,0,7,2,0.13,0.0,0.13,0.13,0.13,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Nico Williams,ESP,MF,19,2002,34,11,1337,14.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Nicolás Serrano,ESP,MF,18,2003,14,3,317,3.5,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Oier Zarraga,ESP,MF,22,1999,31,8,1166,13.0,1,0,1,0,1,1,5,0,0.08,0.0,0.08,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Oihan Sancet,ESP,FW,21,2000,27,16,1422,15.8,6,4,10,6,0,0,2,0,0.38,0.25,0.63,0.38,0.63,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Raúl García,ESP,FW,35,1986,35,24,1802,20.0,6,2,8,6,0,1,3,0,0.3,0.1,0.4,0.3,0.4,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Unai Núñez,ESP,DF,24,1997,9,7,622,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Unai Simón,ESP,GK,24,1997,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Unai Vencedor Paris,ESP,MF,20,2000,34,29,2383,26.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Yeray Álvarez,ESP,DF,26,1995,22,21,1860,20.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Yuri Berchiche,ESP,DF,31,1990,14,11,1015,11.3,1,2,3,1,0,0,3,0,0.09,0.18,0.27,0.09,0.27,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Álex Berenguer,ESP,MF,26,1995,34,24,2168,24.1,3,6,9,3,0,1,8,0,0.12,0.25,0.37,0.12,0.37,2021-2022,standard
ESP-La Liga,2021,Athletic Club,Óscar de Marcos,ESP,DF,32,1989,22,19,1679,18.7,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",30,1991,26,21,1695,18.8,3,4,7,3,0,0,3,0,0.16,0.21,0.37,0.16,0.37,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Carlos Martín,ESP,"FW,MF",19,2002,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Daniel Wass,DEN,"DF,MF",32,1989,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Felipe,BRA,DF,32,1989,26,15,1504,16.7,2,1,3,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Geoffrey Kondogbia,CTA,"MF,DF",28,1993,28,21,1882,20.9,1,2,3,1,0,0,13,2,0.05,0.1,0.14,0.05,0.14,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Giuliano Simeone,ARG,"FW,MF",18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Héctor Herrera,MEX,MF,31,1990,21,8,859,9.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Jan Oblak,SVN,GK,28,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Javier Serrano,ESP,MF,18,2003,5,1,68,0.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,José María Giménez,URU,DF,26,1995,24,24,2042,22.7,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,João Félix,POR,FW,21,1999,24,13,1263,14.0,8,4,12,8,0,0,3,1,0.57,0.29,0.86,0.57,0.86,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Kieran Trippier,ENG,"MF,DF",30,1990,15,12,976,10.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Koke,ESP,MF,29,1992,31,29,2508,27.9,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Luis Suárez,URU,FW,34,1987,35,20,1835,20.4,11,2,13,9,2,3,7,0,0.54,0.1,0.64,0.44,0.54,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",26,1995,29,29,2447,27.2,0,2,2,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Mario Hermoso,ESP,DF,26,1995,26,21,1865,20.7,2,1,3,2,0,0,6,1,0.1,0.05,0.14,0.1,0.14,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Matheus Cunha,BRA,FW,22,1999,29,8,1063,11.8,6,4,10,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Reinildo Mandava,MOZ,DF,27,1994,17,15,1298,14.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Renan Lodi,BRA,"DF,MF",23,1998,29,13,1181,13.1,2,2,4,2,0,0,4,0,0.15,0.15,0.3,0.15,0.3,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Rodrigo De Paul,ARG,MF,27,1994,36,24,2151,23.9,3,1,4,3,0,0,7,0,0.13,0.04,0.17,0.13,0.17,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Saúl Ñíguez,ESP,MF,26,1994,3,2,201,2.2,0,1,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Stefan Savić,MNE,DF,30,1991,28,28,2440,27.1,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Thomas Lemar,FRA,MF,25,1995,24,17,1440,16.0,4,5,9,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Yannick Carrasco,BEL,"MF,FW",27,1993,34,28,2583,28.7,6,6,12,4,2,2,5,0,0.21,0.21,0.42,0.14,0.35,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Ángel Correa,ARG,"FW,MF",26,1995,36,21,1856,20.6,12,5,17,12,0,0,3,1,0.58,0.24,0.82,0.58,0.82,2021-2022,standard
ESP-La Liga,2021,Atlético Madrid,Šime Vrsaljko,CRO,"DF,MF",29,1992,21,10,914,10.2,1,2,3,1,0,0,4,0,0.1,0.2,0.3,0.1,0.3,2021-2022,standard
ESP-La Liga,2021,Barcelona,Abde Ezzalzouli,MAR,FW,19,2001,10,6,580,6.4,1,0,1,1,0,0,4,0,0.16,0.0,0.16,0.16,0.16,2021-2022,standard
ESP-La Liga,2021,Barcelona,Adama Traoré,ESP,FW,25,1996,11,4,382,4.2,0,2,2,0,0,0,0,0,0.0,0.47,0.47,0.0,0.47,2021-2022,standard
ESP-La Liga,2021,Barcelona,Alejandro Balde,ESP,DF,17,2003,5,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Alvaro Sanz,ESP,MF,20,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Ansu Fati,ESP,FW,18,2002,10,3,336,3.7,4,0,4,4,0,0,0,0,1.07,0.0,1.07,1.07,1.07,2021-2022,standard
ESP-La Liga,2021,Barcelona,Antoine Griezmann,FRA,FW,30,1991,3,3,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Clément Lenglet,FRA,DF,26,1995,21,7,826,9.2,0,1,1,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,2021-2022,standard
ESP-La Liga,2021,Barcelona,Dani Alves,BRA,DF,38,1983,14,13,1098,12.2,1,3,4,1,0,0,2,1,0.08,0.25,0.33,0.08,0.33,2021-2022,standard
ESP-La Liga,2021,Barcelona,Emerson,BRA,DF,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Eric García,ESP,DF,20,2001,26,23,2039,22.7,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Estanis,ESP,FW,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Ferran Jutglà,ESP,FW,22,1999,6,4,301,3.3,1,0,1,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,2021-2022,standard
ESP-La Liga,2021,Barcelona,Ferrán Torres,ESP,FW,21,2000,18,17,1412,15.7,4,4,8,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,2021-2022,standard
ESP-La Liga,2021,Barcelona,Frenkie de Jong,NED,MF,24,1997,32,30,2476,27.5,3,3,6,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,2021-2022,standard
ESP-La Liga,2021,Barcelona,Gavi,ESP,"MF,FW",16,2004,34,28,2316,25.7,2,5,7,2,0,0,11,1,0.08,0.19,0.27,0.08,0.27,2021-2022,standard
ESP-La Liga,2021,Barcelona,Gerard Piqué,ESP,DF,34,1987,27,25,2092,23.2,1,0,1,1,0,0,10,1,0.04,0.0,0.04,0.04,0.04,2021-2022,standard
ESP-La Liga,2021,Barcelona,Ilias Akhomach,MAR,FW,17,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Jordi Alba,ESP,DF,32,1989,30,30,2644,29.4,2,10,12,2,0,0,11,0,0.07,0.34,0.41,0.07,0.41,2021-2022,standard
ESP-La Liga,2021,Barcelona,Luuk de Jong,NED,"FW,MF",30,1990,21,6,654,7.3,6,0,6,6,0,0,1,0,0.83,0.0,0.83,0.83,0.83,2021-2022,standard
ESP-La Liga,2021,Barcelona,Marc-André ter Stegen,GER,GK,29,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Martin Braithwaite,DEN,FW,30,1991,4,3,235,2.6,2,1,3,2,0,0,0,0,0.77,0.38,1.15,0.77,1.15,2021-2022,standard
ESP-La Liga,2021,Barcelona,Memphis,NED,FW,27,1994,28,20,1851,20.6,12,2,14,8,4,5,3,0,0.58,0.1,0.68,0.39,0.49,2021-2022,standard
ESP-La Liga,2021,Barcelona,Mika Mármol,ESP,DF,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Neto,BRA,GK,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Nicolás González,ESP,MF,19,2002,27,12,1114,12.4,2,1,3,2,0,0,6,0,0.16,0.08,0.24,0.16,0.24,2021-2022,standard
ESP-La Liga,2021,Barcelona,Ousmane Dembélé,FRA,"FW,MF",24,1997,21,15,1409,15.7,1,13,14,1,0,0,3,0,0.06,0.83,0.89,0.06,0.89,2021-2022,standard
ESP-La Liga,2021,Barcelona,Pedri,ESP,MF,18,2002,12,10,885,9.8,3,1,4,3,0,0,0,0,0.31,0.1,0.41,0.31,0.41,2021-2022,standard
ESP-La Liga,2021,Barcelona,Philippe Coutinho,BRA,"FW,MF",29,1992,12,5,503,5.6,2,0,2,1,1,1,1,0,0.36,0.0,0.36,0.18,0.18,2021-2022,standard
ESP-La Liga,2021,Barcelona,Pierre-Emerick Aubameyang,GAB,FW,32,1989,17,13,1082,12.0,11,1,12,11,0,0,0,0,0.91,0.08,1.0,0.91,1.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Riqui Puig,ESP,MF,21,1999,15,2,487,5.4,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,2021-2022,standard
ESP-La Liga,2021,Barcelona,Ronald Araújo,URU,DF,22,1999,30,25,2272,25.2,4,0,4,4,0,0,6,0,0.16,0.0,0.16,0.16,0.16,2021-2022,standard
ESP-La Liga,2021,Barcelona,Samuel Umtiti,FRA,DF,27,1993,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Sergi Roberto,ESP,"MF,DF",29,1992,9,4,400,4.4,2,1,3,2,0,0,1,0,0.45,0.23,0.68,0.45,0.68,2021-2022,standard
ESP-La Liga,2021,Barcelona,Sergio Agüero,ARG,FW,33,1988,4,2,151,1.7,1,0,1,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,2021-2022,standard
ESP-La Liga,2021,Barcelona,Sergio Busquets,ESP,MF,33,1988,36,36,3198,35.5,2,0,2,2,0,0,12,0,0.06,0.0,0.06,0.06,0.06,2021-2022,standard
ESP-La Liga,2021,Barcelona,Sergiño Dest,USA,"DF,FW",20,2000,21,17,1512,16.8,0,3,3,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,2021-2022,standard
ESP-La Liga,2021,Barcelona,Yusuf Demir,AUT,FW,18,2003,6,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Barcelona,Óscar Mingueza,ESP,DF,22,1999,19,9,894,9.9,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Augusto Solari,ARG,MF,29,1992,26,4,714,7.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Brais Méndez,ESP,MF,24,1997,37,36,3021,33.6,4,5,9,4,0,0,8,0,0.12,0.15,0.27,0.12,0.27,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Carlos Dominguez,ESP,DF,20,2001,8,3,344,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Denis Suárez,ESP,MF,27,1994,38,33,2819,31.3,4,6,10,4,0,0,4,0,0.13,0.19,0.32,0.13,0.32,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Fran Beltrán,ESP,MF,22,1999,37,31,2597,28.9,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Franco Cervi,ARG,MF,27,1994,33,21,1801,20.0,4,3,7,4,0,0,5,0,0.2,0.15,0.35,0.2,0.35,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Gabriel Veiga,ESP,MF,19,2002,7,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Hugo Mallo,ESP,DF,30,1991,21,21,1826,20.3,1,1,2,1,0,0,5,2,0.05,0.05,0.1,0.05,0.1,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Hugo Sotelo,ESP,MF,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Hugo Álvarez,ESP,"DF,MF",18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Iago Aspas,ESP,FW,33,1987,37,36,3087,34.3,18,5,23,15,3,5,9,0,0.52,0.15,0.67,0.44,0.58,2021-2022,standard
ESP-La Liga,2021,Celta Vigo,Javi Galán,ESP,DF,26,1994,37,37,3298,36.6,0,3,3,0,0,0,8,0,0.0,0.08,0.08,0.0,0.08,2021-2022,standard
