league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
ITA-Serie A,2020,Torino,Lyanco,BRA,DF,23,1997,21.8,8,0,0,24,13,0,5,51,12,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Mërgim Vojvoda,KVX,"MF,DF",25,1995,15.1,4,0,0,11,6,0,64,20,14,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Nicola Murru,ITA,"MF,DF",25,1994,6.3,0,0,0,12,12,0,22,14,6,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Nicolas Nkoulou,CMR,DF,30,1990,15.1,5,0,0,15,25,0,0,31,10,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Ricardo Rodríguez,SUI,"DF,MF",27,1992,13.8,1,0,0,13,6,0,20,20,16,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Rolando Mandragora,ITA,MF,23,1997,16.9,5,1,1,33,30,1,36,20,3,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Salvatore Sirigu,ITA,GK,33,1987,32.0,0,0,0,1,4,0,0,0,0,,,1,2020-2021,misc
ITA-Serie A,2020,Torino,Samir Ujkani,KVX,GK,32,1988,1.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Saša Lukić,SRB,MF,23,1996,23.4,4,0,0,46,36,2,35,18,15,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Simone Edera,ITA,MF,23,1997,0.6,0,0,0,1,1,0,5,1,1,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Simone Verdi,ITA,"FW,MF",28,1992,18.0,6,0,0,25,24,5,151,9,14,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Simone Zaza,ITA,FW,29,1991,16.6,4,0,0,37,30,14,4,3,10,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Soualiho Meïté,FRA,MF,26,1994,10.2,0,0,0,11,9,1,3,9,8,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Tomás Rincón,VEN,MF,32,1988,31.6,10,1,1,72,45,0,21,33,40,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Vanja Milinković-Savić,SRB,GK,23,1997,5.0,0,1,0,0,2,0,0,0,1,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Vincenzo Millico,ITA,FW,19,2000,0.2,0,0,0,0,0,0,1,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Wilfried Singo,CIV,MF,19,2000,20.6,4,1,1,27,50,2,81,32,15,,,0,2020-2021,misc
ITA-Serie A,2020,Torino,Álex Berenguer,ESP,MF,25,1995,1.5,0,0,0,2,3,1,6,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Bram Nuytinck,NED,DF,30,1990,18.2,1,0,0,8,5,0,3,26,18,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Fernando Forestieri,ITA,FW,30,1990,6.1,1,0,0,12,21,5,10,2,8,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Fernando Llorente,ESP,FW,35,1985,7.9,2,0,0,21,11,3,0,2,1,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Gerard Deulofeu,ESP,"FW,MF",26,1994,6.6,0,0,0,7,6,11,33,4,3,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Hidde ter Avest,NED,MF,23,1997,3.9,0,0,0,3,2,1,16,2,3,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Ignacio Pussetto,ARG,FW,24,1995,8.4,2,0,0,18,10,7,13,14,9,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Ilija Nestorovski,MKD,FW,30,1990,7.8,1,0,0,16,16,5,3,2,5,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Jayden Braaf,NED,FW,17,2002,1.3,0,0,0,2,1,0,1,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Jean-Victor Makengo,FRA,MF,22,1998,5.8,1,0,0,13,4,0,5,5,5,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Jens Stryger Larsen,DEN,MF,29,1991,29.3,0,0,0,12,13,4,60,24,10,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Juan Musso,ARG,GK,26,1994,35.0,5,0,0,4,4,0,0,1,1,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Kevin Bonifazi,ITA,DF,24,1996,27.4,4,0,0,26,14,0,4,50,21,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Kevin Lasagna,ITA,FW,27,1992,12.3,1,0,0,20,11,9,17,6,1,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Mamadou Coulibaly,SEN,MF,21,1999,2.0,0,0,0,3,1,1,3,1,7,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Manuel Gasparini,ITA,GK,18,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Martin Palumbo,NOR,MF,18,2002,0.7,0,0,0,1,0,0,0,1,1,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Marvin Zeegelaar,NED,"MF,DF",29,1990,19.3,6,0,0,39,7,4,46,26,19,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Mato Jajalo,BIH,MF,32,1988,0.4,0,0,0,0,1,0,0,3,1,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Nahuel Molina,ARG,MF,22,1998,20.3,1,0,0,17,11,4,86,19,17,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Nícolas Andrade,BRA,GK,32,1988,2.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Petar Mićin,SRB,MF,21,1998,0.2,0,0,0,1,0,0,0,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Roberto Pereyra,ARG,"MF,FW",29,1991,32.5,8,0,0,38,60,7,37,26,17,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Rodrigo Becão,BRA,DF,24,1996,30.9,5,0,0,50,47,0,13,67,29,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Rodrigo De Paul,ARG,MF,26,1994,35.6,5,2,1,35,125,1,261,16,25,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Rolando Mandragora,ITA,MF,23,1997,4.4,0,0,0,5,4,1,5,5,5,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Ryder Matos,BRA,"FW,MF",27,1993,0.1,0,0,0,1,2,0,2,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Samir Santos,BRA,DF,25,1994,24.6,6,0,0,40,36,3,19,58,23,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Sebastien De Maio,FRA,DF,33,1987,9.5,1,0,0,11,3,3,1,19,11,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Simone Scuffet,ITA,GK,24,1996,1.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Stefano Okaka,ITA,FW,30,1989,16.5,2,0,0,38,35,13,4,2,7,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Thomas Ouwejan,NED,MF,23,1996,4.6,0,0,0,7,2,0,49,7,2,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Tolgay Arslan,GER,MF,29,1990,20.2,9,0,0,38,47,0,13,27,34,,,0,2020-2021,misc
ITA-Serie A,2020,Udinese,Walace,BRA,MF,25,1995,22.8,4,0,0,31,26,1,2,39,27,,,0,2020-2021,misc
,2020,Arminia,Amos Pieper,GER,DF,22,1998,29.8,6,0,0,21,23,1,6,74,33,,,0,2020-2021,misc
,2020,Arminia,Anderson Lucoqui,ANG,DF,23,1997,17.8,5,0,0,26,39,0,16,25,26,,,0,2020-2021,misc
,2020,Arminia,Andreas Voglsammer,GER,"FW,MF",28,1992,11.1,1,0,0,14,14,4,18,3,10,,,0,2020-2021,misc
,2020,Arminia,Arne Maier,GER,MF,21,1999,11.5,0,0,0,2,5,2,28,7,10,,,0,2020-2021,misc
,2020,Arminia,Brian Behrendt,GER,"DF,MF",28,1991,0.9,0,0,0,1,0,0,1,0,1,,,0,2020-2021,misc
,2020,Arminia,Cebio Soukou,BEN,"MF,FW",27,1992,5.1,2,0,0,8,6,1,3,2,9,,,0,2020-2021,misc
,2020,Arminia,Christian Gebauer,AUT,MF,26,1993,7.6,0,0,0,7,9,0,9,5,4,,,0,2020-2021,misc
,2020,Arminia,Cédric Brunner,SUI,DF,26,1994,29.5,6,0,0,33,32,1,67,41,26,,,0,2020-2021,misc
,2020,Arminia,Fabian Klos,GER,FW,32,1987,30.1,4,0,0,48,56,14,29,7,14,,,0,2020-2021,misc
,2020,Arminia,Fabian Kunze,GER,MF,22,1998,14.1,6,0,0,36,26,0,2,20,25,,,0,2020-2021,misc
,2020,Arminia,Jacob Barrett Laursen,DEN,DF,25,1994,12.3,1,0,0,12,12,0,21,26,13,,,0,2020-2021,misc
,2020,Arminia,Joakim Nilsson,SWE,DF,26,1994,24.0,1,0,0,12,14,1,2,44,25,,,1,2020-2021,misc
,2020,Arminia,Jóan Símun Edmundsson,FRO,"FW,MF",29,1991,0.6,0,0,0,3,2,0,1,1,0,,,0,2020-2021,misc
,2020,Arminia,Manuel Prietl,AUT,MF,28,1991,28.0,3,0,0,39,10,0,6,43,45,,,0,2020-2021,misc
,2020,Arminia,Marcel Hartel,GER,MF,24,1996,18.7,1,0,0,6,16,5,59,25,19,,,0,2020-2021,misc
,2020,Arminia,Masaya Okugawa,JPN,MF,24,1996,10.2,0,0,0,3,9,2,10,8,8,,,0,2020-2021,misc
,2020,Arminia,Michel Vlap,NED,"MF,FW",23,1997,4.1,0,0,0,3,6,0,15,5,1,,,0,2020-2021,misc
,2020,Arminia,Mike van der Hoorn,NED,DF,27,1992,15.1,3,0,0,11,9,0,0,29,7,,,0,2020-2021,misc
,2020,Arminia,Nathan de Medina,BEL,DF,22,1997,7.1,5,1,0,10,4,0,8,12,10,,,0,2020-2021,misc
,2020,Arminia,Nils Seufert,GER,MF,23,1997,3.8,1,0,0,8,7,0,6,5,7,,,0,2020-2021,misc
,2020,Arminia,Reinhold Yabo,GER,MF,28,1992,7.2,1,0,0,6,6,5,7,4,3,,,0,2020-2021,misc
,2020,Arminia,Ritsu Doan,JPN,"MF,FW",22,1998,30.8,1,0,0,31,64,5,138,30,34,,,0,2020-2021,misc
,2020,Arminia,Sebastian Müller,GER,"FW,MF",19,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
,2020,Arminia,Sergio Córdova,VEN,"FW,MF",22,1997,12.1,0,0,0,15,22,9,12,11,12,,,0,2020-2021,misc
,2020,Arminia,Stefan Ortega,GER,GK,27,1992,34.0,1,0,0,0,2,0,0,1,2,,,0,2020-2021,misc
,2020,Arminia,Sven Schipplock,GER,FW,31,1988,8.3,4,0,0,38,29,3,11,6,9,,,0,2020-2021,misc
,2020,Augsburg,Alfreð Finnbogason,ISL,FW,31,1989,6.0,0,0,0,10,5,2,4,1,2,,,0,2020-2021,misc
,2020,Augsburg,André Hahn,GER,"MF,FW",29,1990,22.6,4,0,0,35,28,14,29,17,17,,,0,2020-2021,misc
,2020,Augsburg,Carlos Gruezo,ECU,MF,25,1995,23.2,4,0,0,35,12,0,2,40,33,,,0,2020-2021,misc
,2020,Augsburg,Daniel Caligiuri,ITA,MF,32,1988,29.6,5,0,0,35,60,4,124,43,42,,,0,2020-2021,misc
,2020,Augsburg,Florian Niederlechner,GER,FW,29,1990,19.3,3,1,1,25,43,22,12,11,5,,,0,2020-2021,misc
,2020,Augsburg,Fredrik Jensen,FIN,FW,22,1997,4.2,0,0,0,7,2,1,4,1,3,,,0,2020-2021,misc
,2020,Augsburg,Iago,BRA,"DF,MF",23,1997,17.3,2,0,0,11,12,1,48,22,27,,,0,2020-2021,misc
,2020,Augsburg,Jan Morávek,CZE,MF,30,1989,3.0,0,0,0,9,1,1,0,7,4,,,0,2020-2021,misc
,2020,Augsburg,Jeffrey Gouweleeuw,NED,DF,29,1991,31.5,9,0,0,26,8,3,11,69,22,,,1,2020-2021,misc
,2020,Augsburg,Lukas Petkov,BUL,"FW,MF",19,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
,2020,Augsburg,László Bénes,SVK,"MF,FW",22,1997,7.3,3,0,0,12,17,0,35,7,6,,,0,2020-2021,misc
,2020,Augsburg,Mads Pedersen,DEN,"DF,MF",23,1996,9.9,1,0,0,15,14,0,27,14,18,,,0,2020-2021,misc
,2020,Augsburg,Marco Richter,GER,"MF,FW",22,1997,15.7,4,1,1,20,36,7,64,7,10,,,0,2020-2021,misc
,2020,Augsburg,Marek Suchý,CZE,DF,32,1988,3.4,2,0,0,5,3,0,1,4,2,,,0,2020-2021,misc
,2020,Augsburg,Michael Gregoritsch,AUT,"FW,MF",26,1994,9.3,1,0,0,12,15,4,15,3,8,,,0,2020-2021,misc
,2020,Augsburg,Noah Joel Sarenren Bazee,NGA,"FW,MF",23,1996,0.4,1,0,0,2,1,1,0,1,0,,,0,2020-2021,misc
,2020,Augsburg,Ohis Felix Uduokhai,GER,DF,22,1997,29.0,5,0,0,24,24,1,5,55,24,,,1,2020-2021,misc
,2020,Augsburg,Rafał Gikiewicz,POL,GK,32,1987,34.0,3,0,0,1,3,0,0,4,1,,,0,2020-2021,misc
,2020,Augsburg,Rani Khedira,TUN,MF,26,1994,20.2,5,0,0,24,20,0,7,32,9,,,0,2020-2021,misc
,2020,Augsburg,Raphael Framberger,GER,DF,24,1995,17.1,6,1,1,13,12,1,57,34,27,,,1,2020-2021,misc
,2020,Augsburg,Reece Oxford,ENG,DF,21,1998,15.1,2,0,0,14,13,0,2,26,17,,,0,2020-2021,misc
,2020,Augsburg,Robert Gumny,POL,DF,22,1998,15.3,4,0,0,21,21,1,31,19,15,,,0,2020-2021,misc
,2020,Augsburg,Ruben Vargas,SUI,"MF,FW",21,1998,17.9,2,1,0,27,31,10,19,21,13,,,0,2020-2021,misc
,2020,Augsburg,Tim Civeja,ALB,MF,18,2002,0.4,0,0,0,0,0,0,0,3,0,,,0,2020-2021,misc
,2020,Augsburg,Tobias Strobl,GER,MF,30,1990,20.5,4,0,0,17,27,0,7,30,12,,,0,2020-2021,misc
,2020,Bayern Munich,Alexander Nübel,GER,GK,23,1996,1.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
,2020,Bayern Munich,Alphonso Davies,CAN,DF,19,2000,19.6,2,1,0,14,37,3,36,30,28,,,0,2020-2021,misc
,2020,Bayern Munich,Benjamin Pavard,FRA,DF,24,1996,21.6,3,0,0,18,22,0,66,50,27,,,0,2020-2021,misc
,2020,Bayern Munich,Bouna Sarr,SEN,DF,28,1992,5.0,1,0,0,11,7,1,12,7,8,,,0,2020-2021,misc
,2020,Bayern Munich,Chris Richards,USA,DF,20,2000,1.0,0,0,0,0,0,0,3,1,0,,,0,2020-2021,misc
,2020,Bayern Munich,Christopher Scott,GER,MF,18,2002,0.4,0,0,0,0,0,0,0,0,1,,,0,2020-2021,misc
,2020,Bayern Munich,Corentin Tolisso,FRA,MF,25,1994,8.7,1,1,0,12,15,2,12,5,19,,,0,2020-2021,misc
,2020,Bayern Munich,David Alaba,AUT,"DF,MF",28,1992,29.7,4,0,0,19,10,0,37,43,22,,,0,2020-2021,misc
,2020,Bayern Munich,Douglas Costa,BRA,MF,29,1990,3.6,0,0,0,7,2,3,28,2,1,,,0,2020-2021,misc
,2020,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"FW,MF",31,1989,9.1,2,0,0,5,9,9,2,2,2,,,0,2020-2021,misc
,2020,Bayern Munich,Jamal Musiala,GER,MF,17,2003,9.8,0,0,0,12,21,2,5,15,13,,,0,2020-2021,misc
,2020,Bayern Munich,Javi Martínez,ESP,"MF,DF",31,1988,5.2,0,0,0,2,7,0,2,14,5,,,0,2020-2021,misc
,2020,Bayern Munich,Joshua Kimmich,GER,MF,25,1995,24.4,4,0,0,19,43,0,175,34,26,,,0,2020-2021,misc
,2020,Bayern Munich,Joshua Zirkzee,NED,FW,19,2001,1.0,0,0,0,2,1,1,0,0,1,,,0,2020-2021,misc
,2020,Bayern Munich,Josip Stanišić,CRO,DF,20,2000,1.0,0,0,0,1,0,0,1,1,2,,,0,2020-2021,misc
,2020,Bayern Munich,Jérôme Boateng,GER,DF,31,1988,26.3,6,0,0,23,10,1,18,42,17,,,0,2020-2021,misc
,2020,Bayern Munich,Kingsley Coman,FRA,MF,24,1996,19.5,1,0,0,13,34,7,93,5,8,,,0,2020-2021,misc
,2020,Bayern Munich,Leon Goretzka,GER,MF,25,1995,18.9,2,0,0,26,18,0,13,46,25,,,0,2020-2021,misc
,2020,Bayern Munich,Leroy Sané,GER,MF,24,1996,20.1,2,0,0,14,21,6,75,9,9,,,0,2020-2021,misc
,2020,Bayern Munich,Lucas Hernández,FRA,DF,24,1996,17.7,4,0,0,16,31,0,47,22,31,,,0,2020-2021,misc
,2020,Bayern Munich,Manuel Neuer,GER,GK,34,1986,33.0,1,0,0,1,2,0,0,2,0,,,0,2020-2021,misc
,2020,Bayern Munich,Marc Roca,ESP,MF,23,1996,2.0,1,0,0,6,2,0,1,3,3,,,0,2020-2021,misc
,2020,Bayern Munich,Mickaël Cuisance,FRA,MF,20,1999,0.2,0,0,0,0,0,0,0,1,0,,,0,2020-2021,misc
,2020,Bayern Munich,Niklas Süle,GER,DF,24,1995,16.7,1,0,0,9,4,0,9,23,20,,,0,2020-2021,misc
,2020,Bayern Munich,Robert Lewandowski,POL,FW,31,1988,27.3,4,0,0,41,29,21,29,3,10,,,0,2020-2021,misc
,2020,Bayern Munich,Serge Gnabry,GER,MF,25,1995,18.3,4,0,0,22,22,7,67,29,19,,,0,2020-2021,misc
,2020,Bayern Munich,Tanguy Nianzou,FRA,DF,18,2002,1.3,1,1,0,4,4,0,0,3,1,,,0,2020-2021,misc
,2020,Bayern Munich,Thomas Müller,GER,MF,30,1989,29.7,0,0,0,22,22,13,94,22,24,,,0,2020-2021,misc
,2020,Bayern Munich,Tiago Dantas,POR,MF,19,2000,0.8,0,0,0,0,1,0,3,0,1,,,0,2020-2021,misc
,2020,Dortmund,Ansgar Knauff,GER,MF,18,2002,0.8,0,0,0,3,2,0,3,0,0,,,0,2020-2021,misc
,2020,Dortmund,Axel Witsel,BEL,MF,31,1989,12.6,4,0,0,15,20,0,1,23,13,,,0,2020-2021,misc
,2020,Dortmund,Dan-Axel Zagadou,FRA,DF,21,1999,3.1,0,0,0,0,1,0,0,6,3,,,0,2020-2021,misc
,2020,Dortmund,Emre Can,GER,"DF,MF",26,1994,23.7,5,0,0,35,22,1,18,50,33,,,0,2020-2021,misc
,2020,Dortmund,Erling Haaland,NOR,FW,20,2000,26.7,2,0,0,21,22,15,7,4,3,,,0,2020-2021,misc
,2020,Dortmund,Felix Passlack,GER,"DF,MF",22,1998,4.0,0,0,0,4,6,1,7,3,6,,,0,2020-2021,misc
,2020,Dortmund,Gio Reyna,USA,MF,17,2002,22.0,1,0,0,28,48,4,57,11,15,,,0,2020-2021,misc
,2020,Dortmund,Jadon Sancho,ENG,MF,20,2000,22.9,0,0,0,1,22,9,104,17,9,,,0,2020-2021,misc
,2020,Dortmund,Jude Bellingham,ENG,MF,17,2003,18.9,6,1,1,40,52,1,18,28,32,,,0,2020-2021,misc
,2020,Dortmund,Julian Brandt,GER,"MF,FW",24,1996,16.6,0,0,0,7,16,2,29,16,15,,,0,2020-2021,misc
,2020,Dortmund,Mahmoud Dahoud,GER,MF,24,1996,14.0,2,0,0,27,19,0,8,20,17,,,0,2020-2021,misc
,2020,Dortmund,Manuel Akanji,SUI,DF,25,1995,26.1,4,0,0,22,18,0,3,55,20,,,0,2020-2021,misc
,2020,Dortmund,Marco Reus,GER,"MF,FW",31,1989,25.3,1,0,0,28,34,10,58,15,18,,,0,2020-2021,misc
,2020,Dortmund,Marwin Hitz,SUI,GK,32,1987,15.5,1,0,0,0,2,0,0,0,1,,,0,2020-2021,misc
,2020,Dortmund,Mateu Morey,ESP,"DF,MF",20,2000,9.2,1,0,0,12,8,1,33,16,8,,,0,2020-2021,misc
,2020,Dortmund,Mats Hummels,GER,DF,31,1988,31.3,6,0,0,27,17,7,1,80,39,,,0,2020-2021,misc
,2020,Dortmund,Nico Schulz,GER,"DF,MF",27,1993,6.8,1,0,0,8,4,0,18,5,6,,,1,2020-2021,misc
,2020,Dortmund,Raphaël Guerreiro,POR,"DF,MF",26,1993,24.6,1,0,0,10,12,2,71,31,16,,,0,2020-2021,misc
,2020,Dortmund,Reinier,BRA,MF,18,2002,2.9,0,0,0,3,4,1,2,2,4,,,0,2020-2021,misc
,2020,Dortmund,Roman Bürki,SUI,GK,29,1990,18.5,0,0,0,0,0,0,0,1,1,,,0,2020-2021,misc
,2020,Dortmund,Steffen Tigges,GER,FW,22,1998,0.6,0,0,0,4,0,0,1,1,4,,,0,2020-2021,misc
,2020,Dortmund,Thomas Delaney,DEN,MF,28,1991,14.3,6,0,0,36,26,1,8,24,30,,,0,2020-2021,misc
,2020,Dortmund,Thomas Meunier,BEL,"DF,MF",28,1991,16.4,3,0,0,18,5,3,49,18,21,,,0,2020-2021,misc
,2020,Dortmund,Thorgan Hazard,BEL,"MF,FW",27,1993,7.3,0,0,0,6,7,6,28,10,2,,,0,2020-2021,misc
,2020,Dortmund,Youssoufa Moukoko,GER,FW,15,2004,4.7,0,0,0,9,8,4,0,0,2,,,0,2020-2021,misc
,2020,Dortmund,Łukasz Piszczek,POL,DF,35,1985,5.1,0,0,0,1,3,0,6,5,8,,,0,2020-2021,misc
,2020,Frankfurt,Ajdin Hrustic,AUS,MF,24,1996,3.0,2,0,0,7,5,0,24,4,4,,,0,2020-2021,misc
,2020,Frankfurt,Almamy Touré,MLI,MF,24,1996,7.8,2,0,0,13,1,6,45,8,13,,,0,2020-2021,misc
,2020,Frankfurt,Amin Younes,GER,MF,26,1993,15.5,5,0,0,38,26,6,45,13,13,,,0,2020-2021,misc
,2020,Frankfurt,André Silva,POR,FW,24,1995,30.7,1,0,0,17,34,29,13,3,4,,,0,2020-2021,misc
,2020,Frankfurt,Aymen Barkok,MAR,"MF,FW",22,1998,10.9,5,0,0,23,7,1,41,10,18,,,0,2020-2021,misc
,2020,Frankfurt,Bas Dost,NED,FW,31,1989,9.1,3,0,0,16,9,3,0,2,2,,,0,2020-2021,misc
,2020,Frankfurt,Daichi Kamada,JPN,MF,23,1996,26.2,3,0,0,40,30,7,94,15,29,,,0,2020-2021,misc
,2020,Frankfurt,Danny da Costa,GER,MF,27,1993,1.2,0,0,0,2,0,0,5,0,0,,,0,2020-2021,misc
,2020,Frankfurt,David Abraham,ARG,DF,34,1986,13.6,5,1,1,11,8,1,13,21,12,,,0,2020-2021,misc
,2020,Frankfurt,Djibril Sow,SUI,MF,23,1997,24.2,6,0,0,40,40,2,6,53,36,,,0,2020-2021,misc
,2020,Frankfurt,Dominik Kohr,GER,MF,26,1994,2.9,1,0,0,9,5,0,5,10,7,,,0,2020-2021,misc
,2020,Frankfurt,Elias Bördner,GER,GK,18,2002,1.0,0,0,0,0,0,0,0,2,0,,,0,2020-2021,misc
,2020,Frankfurt,Erik Durm,GER,MF,28,1992,16.4,1,0,0,9,14,1,48,29,13,,,0,2020-2021,misc
,2020,Frankfurt,Filip Kostić,SRB,MF,27,1992,28.2,4,0,0,22,20,4,328,25,31,,,0,2020-2021,misc
,2020,Frankfurt,Kevin Trapp,GER,GK,30,1990,33.0,0,0,0,0,3,0,0,3,0,,,0,2020-2021,misc
,2020,Frankfurt,Luka Jović,SRB,FW,22,1997,9.9,2,0,0,13,8,3,2,1,1,,,0,2020-2021,misc
,2020,Frankfurt,Makoto Hasebe,JPN,"MF,DF",36,1984,25.4,5,0,0,23,36,0,2,32,30,,,0,2020-2021,misc
,2020,Frankfurt,Martin Hinteregger,AUT,DF,27,1992,28.1,4,0,0,34,35,0,6,45,48,,,1,2020-2021,misc
,2020,Frankfurt,Obite N'Dicka,CIV,DF,20,1999,22.7,10,0,0,33,30,0,15,49,21,,,0,2020-2021,misc
,2020,Frankfurt,Ragnar Ache,GER,FW,22,1998,1.1,1,0,0,5,1,1,1,1,0,,,0,2020-2021,misc
,2020,Frankfurt,Sebastian Rode,GER,MF,29,1990,18.1,10,0,0,30,21,0,15,52,25,,,0,2020-2021,misc
,2020,Frankfurt,Stefan Ilsanker,AUT,"MF,DF",31,1989,17.5,4,0,0,28,12,1,6,33,21,,,0,2020-2021,misc
,2020,Frankfurt,Steven Zuber,SUI,MF,28,1991,6.5,1,0,0,14,11,1,32,5,13,,,0,2020-2021,misc
,2020,Frankfurt,Timothy Chandler,USA,MF,30,1990,4.8,2,0,0,6,1,4,25,4,0,,,0,2020-2021,misc
,2020,Frankfurt,Tuta,BRA,DF,21,1999,16.2,5,0,0,30,13,0,8,28,21,,,1,2020-2021,misc
,2020,Freiburg,Amir Abrashi,ALB,MF,30,1990,0.7,0,0,0,4,0,0,0,2,1,,,0,2020-2021,misc
,2020,Freiburg,Baptiste Santamaria,FRA,MF,25,1995,24.5,5,0,0,34,28,2,34,58,39,,,1,2020-2021,misc
,2020,Freiburg,Christian Günter,GER,"DF,MF",27,1993,34.0,2,0,0,31,19,2,211,34,21,,,0,2020-2021,misc
,2020,Freiburg,Dominique Heintz,GER,DF,26,1993,15.2,3,0,0,16,6,0,8,35,15,,,0,2020-2021,misc
,2020,Freiburg,Ermedin Demirović,BIH,FW,22,1998,16.6,7,0,0,44,15,10,9,1,9,,,0,2020-2021,misc
,2020,Freiburg,Florian Müller,GER,GK,22,1997,31.0,0,0,0,1,3,0,0,2,0,,,0,2020-2021,misc
,2020,Freiburg,Guus Til,NED,FW,22,1997,1.4,1,0,0,5,1,1,4,1,3,,,0,2020-2021,misc
,2020,Freiburg,Janik Haberer,GER,"MF,FW",26,1994,5.4,0,0,0,15,7,1,7,5,5,,,0,2020-2021,misc
,2020,Freiburg,Jeong Woo-yeong,KOR,"FW,MF",20,1999,9.1,0,0,0,12,12,1,14,12,4,,,0,2020-2021,misc
,2020,Freiburg,Jonathan Schmid,FRA,"MF,DF",30,1990,26.6,4,0,0,17,18,0,94,29,21,,,0,2020-2021,misc
,2020,Freiburg,Keven Schlotterbeck,GER,DF,23,1997,18.4,3,0,0,22,28,0,1,41,11,,,1,2020-2021,misc
,2020,Freiburg,Kwon Chang-hoon,KOR,FW,26,1994,2.4,2,0,0,4,5,1,6,7,1,,,0,2020-2021,misc
,2020,Freiburg,Lino Tempelmann,GER,MF,21,1999,3.0,2,0,0,4,7,0,3,1,3,,,0,2020-2021,misc
,2020,Freiburg,Lucas Höler,GER,"FW,MF",26,1994,23.2,5,0,0,27,77,14,23,14,26,,,0,2020-2021,misc
,2020,Freiburg,Lukas Kübler,GER,DF,27,1992,9.8,2,0,0,18,10,1,24,22,10,,,0,2020-2021,misc
,2020,Freiburg,Manuel Gulde,GER,DF,29,1991,21.7,3,0,0,17,21,2,4,38,16,,,0,2020-2021,misc
,2020,Freiburg,Mark Flekken,NED,GK,27,1993,3.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
,2020,Freiburg,Nicolas Höfler,GER,MF,30,1990,30.3,11,0,0,70,34,0,10,70,29,,,0,2020-2021,misc
,2020,Freiburg,Nils Petersen,GER,FW,31,1988,14.5,0,0,0,14,4,6,5,10,6,,,0,2020-2021,misc
