league,season,team,player,nation,pos,age,born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,fbref_season_label,fbref_stat_type
ESP-La Liga,2020,Celta Vigo,Joseph Aidoo,GHA,DF,24,1995,14.3,3,0,0,13,14,1,1,26,18,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,José Fontán,ESP,DF,20,2000,7.2,3,1,1,17,3,1,10,12,9,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Kevin Vázquez,ESP,DF,27,1993,6.2,3,0,0,6,11,0,13,8,5,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Lauti,URU,FW,19,2001,0.2,0,0,0,1,0,1,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Lucas Olaza,URU,DF,26,1994,17.9,4,0,0,18,18,2,59,27,17,,,1,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Miguel Baeza,ESP,MF,20,2000,6.0,0,0,0,5,8,4,12,4,6,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Miguel Rodríguez,ESP,MF,17,2003,0.3,2,0,0,2,1,0,2,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Nolito,ESP,"MF,FW",33,1986,28.9,7,0,0,49,42,10,48,22,39,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Néstor Araujo,MEX,DF,28,1991,27.0,5,0,0,30,6,0,2,45,15,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Okay Yokuşlu,TUR,MF,26,1994,5.1,4,1,0,13,6,2,1,9,9,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Renato Tapia,PER,MF,25,1995,30.0,11,0,0,65,47,1,4,57,48,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Rubén Blanco,ESP,GK,25,1995,18.2,0,1,0,1,2,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Santi Mina,ESP,FW,24,1995,26.8,4,0,0,63,62,12,10,5,14,,,0,2020-2021,misc
ESP-La Liga,2020,Celta Vigo,Sergio Carreira,ESP,DF,19,2000,2.9,0,0,0,2,2,0,6,1,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Alberto Cifuentes,ESP,GK,41,1979,2.0,0,0,0,0,1,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Alberto Perea,ESP,MF,29,1990,17.2,0,0,0,6,34,1,57,20,18,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Alfonso Espino,URU,DF,28,1992,28.9,6,0,0,32,21,3,79,42,46,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Anthony Lozano,HON,"FW,MF",27,1993,16.9,5,0,0,49,32,11,22,3,5,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Augusto Fernández,ARG,MF,34,1986,4.1,1,0,0,6,2,0,1,9,2,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Bobby Adekanye,NED,"FW,MF",21,1999,0.4,0,0,0,1,0,0,2,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Cala,ESP,DF,30,1989,25.2,8,0,0,32,31,1,0,35,14,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Carlos Akapo,EQG,DF,27,1993,9.6,3,1,1,10,3,0,18,21,13,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,David Gil,ESP,GK,26,1994,4.0,0,0,0,0,1,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Fali,ESP,"DF,MF",26,1993,29.3,11,0,0,21,25,0,18,37,25,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Filip Malbašić,SRB,"MF,FW",27,1992,9.6,2,0,0,17,15,7,20,3,8,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Isaac Carcelen,ESP,DF,27,1993,28.7,3,0,0,17,51,0,82,48,42,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Ivan Šaponjić,SRB,FW,22,1997,4.3,2,0,0,14,16,4,1,1,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Iván Alejo,ESP,MF,25,1995,9.2,5,0,0,29,22,5,63,3,10,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Jairo Izquierdo,ESP,"MF,DF",26,1993,14.2,4,0,0,12,16,3,41,17,14,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Jens Jønsson,DEN,MF,27,1993,29.1,6,0,0,34,25,0,4,50,28,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Jeremías Ledesma,ARG,GK,27,1993,32.0,0,0,0,1,4,0,0,4,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Jon Ander Garrido,ESP,MF,30,1989,8.9,1,0,0,13,6,0,2,12,11,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Jorge Pombo,ESP,"MF,FW",26,1994,5.8,1,0,0,9,14,0,17,4,3,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,José Mari,ESP,MF,32,1987,16.1,5,0,0,27,18,0,10,23,17,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Marc Baró,ESP,DF,20,1999,1.0,0,0,0,1,3,0,6,2,1,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Marcos Mauro López Gutiérrez,ARG,DF,29,1991,20.3,2,1,0,11,5,0,0,22,14,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Nano,ESP,FW,25,1995,0.1,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Nieto,ESP,FW,22,1998,0.2,0,0,0,0,0,0,0,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Pedro Alcalá,ESP,DF,31,1989,10.1,2,0,0,12,5,1,0,14,4,,,1,2020-2021,misc
ESP-La Liga,2020,Cádiz,Rubén Sobrino,ESP,"FW,MF",28,1992,12.4,3,0,0,18,29,4,10,14,15,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Salvi,ESP,MF,29,1991,21.5,5,0,0,16,29,7,142,20,10,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Sergio González,ESP,MF,23,1997,1.0,0,0,0,1,1,0,0,2,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Yann Bodiger,FRA,MF,25,1995,2.8,0,0,0,9,3,0,2,8,2,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Álex Fernández,ESP,MF,27,1992,21.6,1,0,0,11,31,1,125,22,13,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Álex Martín,ESP,DF,22,1998,1.1,0,0,0,1,0,0,3,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Álvaro Bastida,ESP,MF,16,2004,0.4,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Álvaro Giménez,ESP,FW,29,1991,4.5,0,0,0,8,6,4,0,2,3,,,0,2020-2021,misc
ESP-La Liga,2020,Cádiz,Álvaro Negredo,ESP,FW,34,1985,24.4,5,1,1,21,37,7,10,4,2,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Aleix García,ESP,MF,23,1997,4.9,1,0,0,4,1,0,26,8,5,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Alejandro Pozo Pozo,ESP,"DF,MF",21,1999,24.3,4,0,0,22,18,2,88,28,21,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Anaitz Arbilla,ESP,DF,33,1987,31.2,8,0,0,38,13,0,43,78,28,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Bryan Gil,ESP,MF,19,2001,25.2,6,0,0,25,47,12,193,18,18,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Damian Kądzior,POL,"MF,FW",28,1992,2.2,0,0,0,4,4,2,27,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Edu Expósito,ESP,MF,23,1996,27.3,4,0,0,29,28,0,85,29,28,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Esteban Burgos,ARG,DF,28,1992,12.3,5,0,0,14,3,1,0,22,6,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Eñaut Mendía,ESP,MF,21,1999,0.7,1,0,0,3,0,1,2,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,José Ángel,ESP,DF,30,1989,10.0,3,0,0,8,4,0,60,11,9,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Kiké,ESP,FW,30,1989,34.3,4,1,1,69,92,15,48,8,20,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Kévin Rodrigues,POR,"MF,DF",26,1994,12.2,1,0,0,9,16,1,65,21,9,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Marko Dmitrović,SRB,GK,28,1992,34.7,0,0,0,1,4,0,0,0,2,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Miguel Atienza,ESP,MF,21,1999,9.3,1,0,0,10,2,0,4,9,10,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Papakouli Diop,SEN,MF,34,1986,25.8,9,2,1,42,20,2,10,40,32,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Paulo Oliveira,POR,DF,28,1992,29.3,4,0,0,27,8,1,4,62,23,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Pedro Bigas,ESP,DF,29,1990,17.0,1,0,0,21,6,0,10,25,10,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Pedro León,ESP,"MF,FW",33,1986,10.4,2,0,0,10,10,4,105,8,10,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Quique,ESP,"FW,MF",30,1990,1.9,0,0,0,3,4,1,1,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Rafa Soares,POR,DF,25,1995,12.6,2,0,0,8,3,1,64,20,19,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Recio,ESP,MF,29,1991,8.2,5,0,0,18,19,0,47,4,5,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Rober Correa,ESP,DF,27,1992,12.6,3,0,0,7,19,1,45,21,10,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Sergi Enrich,ESP,FW,30,1990,15.6,1,0,0,31,19,8,8,6,14,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Sergio Cubero Ezcurra,ESP,DF,20,1999,0.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Sergio Álvarez,ESP,"MF,DF",28,1992,17.4,3,0,0,38,17,0,9,22,25,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Takashi Inui,JPN,"MF,FW",32,1988,20.2,0,0,0,27,18,8,88,13,8,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Unai Arietaleanizbeaskoa,ESP,FW,21,1999,0.5,1,0,0,3,1,2,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Unai Dufur,ESP,DF,21,1999,0.7,0,0,0,1,0,0,0,1,2,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Yoel,ESP,GK,31,1988,3.3,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Yoshinori Mutō,JPN,"FW,MF",28,1992,12.5,1,0,0,28,16,7,10,2,6,,,0,2020-2021,misc
ESP-La Liga,2020,Eibar,Álvaro Tejero,ESP,DF,24,1996,1.2,1,0,0,1,0,0,13,3,1,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Antonio Barragán,ESP,DF,33,1987,24.8,8,0,0,35,26,2,51,29,16,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Cifu,ESP,"DF,MF",29,1990,5.0,1,0,0,6,6,0,10,8,8,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Dani Calvo,ESP,DF,26,1994,19.8,3,0,0,19,15,2,1,11,13,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Diego González,ESP,DF,25,1995,14.2,5,0,0,19,4,0,0,20,9,,,1,2020-2021,misc
ESP-La Liga,2020,Elche,Emiliano Rigoni,ARG,MF,27,1993,12.7,5,0,0,21,8,7,65,6,8,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Fidel,ESP,"MF,DF",30,1989,26.6,8,0,0,30,42,5,166,18,29,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Gonzalo Verdú,ESP,DF,31,1988,32.7,11,0,0,32,41,2,3,52,22,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Guido Carrillo,ARG,FW,29,1991,11.1,3,0,0,28,14,2,4,4,8,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Helibelton Palacios,COL,DF,27,1993,8.3,0,0,0,4,7,0,14,5,11,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Iván Marcone,ARG,MF,30,1990,29.4,10,1,1,29,19,0,4,32,41,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Jeison Lucumí,COL,MF,25,1995,0.5,0,0,0,1,0,0,0,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Johan Mojica,COL,"DF,MF",27,1992,13.4,3,0,0,17,12,1,61,13,11,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,John Donald,ESP,DF,19,2000,0.6,0,0,0,1,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Jony Álamo,ESP,MF,18,2001,0.8,0,0,0,0,2,0,0,1,1,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Josan,ESP,"MF,DF",30,1989,21.4,3,0,0,23,29,1,102,22,17,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Josema,ESP,DF,24,1996,21.8,3,0,0,22,18,1,33,39,29,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Juan Sánchez Miño,ARG,"DF,MF",30,1990,5.5,2,0,0,11,6,0,7,6,5,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Lucas Boyé,ARG,FW,24,1996,29.9,9,1,1,95,34,10,12,21,31,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Luismi,ESP,"MF,DF",28,1992,1.9,0,0,0,6,1,0,0,5,2,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Nino,ESP,"FW,MF",40,1980,3.2,1,0,0,4,6,1,5,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Omenuke Mfulu,COD,MF,26,1994,8.8,4,0,0,13,6,0,1,12,12,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Pablo Piatti,ARG,"MF,FW",31,1989,4.0,1,0,0,11,9,5,18,2,6,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Paulo Gazzaniga,ARG,GK,28,1992,8.0,3,0,0,0,1,0,0,1,1,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Pere Milla,ESP,"FW,MF",27,1992,22.0,6,0,0,31,54,6,9,14,15,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Ramón Folch,ESP,MF,30,1989,0.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Raúl Guti,ESP,MF,23,1996,31.8,4,1,0,35,53,1,14,47,27,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Tete Morente,ESP,MF,23,1996,22.4,5,0,0,28,34,5,88,12,17,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Víctor Rodríguez,ESP,MF,31,1989,4.7,1,0,0,9,8,0,4,6,3,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Youssouf Koné,MLI,MF,25,1995,0.8,0,0,0,1,2,1,1,1,0,,,0,2020-2021,misc
ESP-La Liga,2020,Elche,Édgar Badía,ESP,GK,28,1992,30.0,0,0,0,0,4,0,0,1,2,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Abdoulay Diaby,MLI,"FW,MF",29,1991,0.2,0,0,0,1,0,0,2,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Allan Nyom,CMR,"MF,DF",32,1988,25.8,10,1,0,44,20,1,94,19,23,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Ante Palaversa,CRO,MF,20,2000,0.1,0,0,0,1,0,0,3,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Carles Aleñá,ESP,MF,22,1998,15.2,1,0,0,20,26,0,61,2,8,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Chema,ESP,"DF,MF",28,1992,6.2,3,1,0,13,3,0,1,12,6,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Cucho,COL,"FW,MF",21,1999,16.3,5,0,0,34,32,10,42,7,12,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Damián Suárez,URU,DF,32,1988,27.0,13,1,1,54,39,0,93,32,40,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Darío Poveda,ESP,FW,23,1997,0.1,0,0,0,1,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,David Soria,ESP,GK,27,1993,28.0,2,0,0,0,4,0,0,1,2,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,David Timor,ESP,"MF,DF",30,1989,15.5,5,1,0,17,15,0,31,16,9,,,1,2020-2021,misc
ESP-La Liga,2020,Getafe,Djené,TOG,DF,28,1991,32.7,8,2,1,35,36,1,10,45,40,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,18,2001,0.5,0,0,0,0,0,0,1,2,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Enes Ünal,TUR,FW,23,1997,14.6,4,0,0,39,35,5,5,0,4,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Erick Cabaco,URU,DF,25,1995,14.7,9,0,0,24,20,1,4,15,14,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Francisco Portillo,ESP,MF,30,1990,4.6,1,0,0,4,4,0,21,7,3,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Iglesias,ESP,"MF,DF",22,1998,6.7,2,0,0,15,16,1,18,16,17,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Jaime Mata,ESP,FW,31,1988,22.6,9,1,0,70,36,27,34,7,7,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,John Joe,IRL,MF,16,2003,0.7,0,0,0,2,0,0,3,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,José Antonio Miranda,EQG,MF,22,1998,0.3,1,0,0,2,2,0,2,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Mamor Niang,ESP,FW,18,2002,0.2,0,0,0,0,1,0,0,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Marc Cucurella,ESP,MF,22,1998,36.0,8,0,0,69,60,9,138,42,53,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Mathías Olivera,URU,DF,22,1997,29.0,6,0,0,27,25,2,63,36,33,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Mauro Arambarri,URU,MF,24,1995,33.1,11,0,0,58,74,1,125,43,38,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Nemanja Maksimović,SRB,MF,25,1995,30.3,5,0,0,28,9,0,24,57,29,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Rubén Yáñez,ESP,GK,26,1993,10.0,2,0,0,2,2,0,0,2,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Sabit Abdulai,GHA,MF,21,1999,0.7,1,0,0,2,1,0,1,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Sofian Chakla,MAR,DF,26,1993,10.0,5,0,0,14,15,0,1,17,7,,,1,2020-2021,misc
ESP-La Liga,2020,Getafe,Takefusa Kubo,JPN,"MF,FW",19,2001,8.9,2,0,0,17,22,4,29,15,6,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Victor Mollejo,ESP,"FW,MF",19,2001,0.8,0,0,0,0,2,0,0,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Getafe,Xabier Etxeita,ESP,DF,32,1987,9.8,3,0,0,14,2,0,0,13,5,,,1,2020-2021,misc
ESP-La Liga,2020,Getafe,Ángel Rodríguez,ESP,FW,33,1987,15.3,4,0,0,27,21,13,17,2,4,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Aarón Escandell,ESP,GK,24,1995,5.0,1,0,0,0,0,0,0,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Adrián Marín,ESP,"MF,DF",23,1997,3.0,1,0,0,3,2,0,5,4,2,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Alberto Soro,ESP,MF,21,1999,4.4,1,0,0,11,9,3,12,1,2,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Antonio Puertas,ESP,MF,28,1992,24.1,6,0,0,32,25,13,55,12,12,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Barcia,ESP,DF,19,2000,1.0,1,0,0,2,1,0,1,3,1,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Carlos Neva,ESP,DF,24,1996,20.0,1,0,0,7,25,1,49,26,6,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Dani Plomer,ESP,FW,21,1998,0.5,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Darwin Machís,VEN,MF,27,1993,22.5,1,0,0,32,45,11,108,22,18,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Dimitri Foulquier,FRA,"DF,MF",27,1993,29.6,7,0,0,29,24,3,55,24,21,,,1,2020-2021,misc
ESP-La Liga,2020,Granada,Domingos Duarte,POR,DF,25,1995,26.3,5,1,0,22,20,0,1,30,22,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Domingos Quina,POR,MF,20,1999,3.8,1,0,0,5,10,1,3,2,5,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Fede Vico,ESP,MF,26,1994,8.5,1,0,0,4,15,2,39,11,6,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Germán Sánchez,ESP,DF,33,1986,29.3,11,1,0,31,31,4,0,39,12,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Isma Ruiz,ESP,MF,19,2001,0.7,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Jesús Vallejo,ESP,DF,23,1997,15.0,2,1,0,13,5,2,4,14,6,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Jorge Molina,ESP,FW,38,1982,17.9,3,0,0,28,27,10,5,3,5,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Juan Brunet,ARG,MF,22,1998,0.3,0,0,0,1,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Kenedy,BRA,MF,24,1996,16.3,3,0,0,32,22,1,62,27,13,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Kingsley Fobi,GHA,DF,21,1998,0.5,0,0,0,0,1,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Luis Milla,ESP,MF,25,1994,13.9,1,0,0,16,20,0,36,22,12,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Luis Suárez,COL,"FW,MF",22,1997,18.5,6,0,0,28,32,5,11,7,10,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Maxime Gonalons,FRA,MF,31,1989,16.4,7,1,0,30,27,2,6,26,36,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Nehuén Pérez,ARG,DF,20,2000,8.2,4,0,0,10,1,0,0,13,3,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Pepe Sánchez,ESP,DF,20,2000,2.8,0,0,0,7,1,0,0,4,3,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Quini,ESP,DF,30,1989,13.2,5,0,0,18,9,0,32,15,22,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Ramon Azeez,NGA,MF,27,1992,1.1,0,0,0,1,1,0,1,1,1,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Roberto Soldado,ESP,FW,35,1985,16.0,8,1,1,24,14,20,14,3,5,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Rui Silva,POR,GK,26,1994,32.0,1,0,0,2,4,0,0,2,0,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Víctor Díaz,ESP,DF,32,1988,9.2,3,0,0,10,1,0,33,19,11,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Yan Brice Eteki,CMR,MF,22,1997,14.7,4,1,0,45,20,0,3,12,15,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Yangel Herrera,VEN,MF,22,1998,25.7,7,0,0,70,59,5,14,28,30,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Álvaro Bravo,ESP,MF,22,1998,0.2,0,0,0,0,0,0,0,0,1,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Ángel,ESP,GK,18,2002,1.0,0,0,0,0,0,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Granada,Ángel Montoro,ESP,MF,32,1988,15.1,6,0,0,23,20,1,78,22,10,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Andrés Fernández,ESP,GK,33,1986,16.0,0,0,0,0,3,0,0,0,0,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Borja García,ESP,"MF,FW",29,1990,12.4,0,0,0,3,33,1,12,10,9,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Dani Escriche,ESP,"MF,FW",22,1998,9.5,5,1,0,20,16,6,8,8,7,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,David Ferreiro,ESP,"MF,FW",32,1988,28.1,5,0,0,53,38,15,242,26,14,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Denis Vavro,SVK,DF,24,1996,6.8,1,0,0,9,4,0,3,11,5,,,1,2020-2021,misc
ESP-La Liga,2020,Huesca,Dimitris Siovas,GRE,DF,31,1988,34.1,5,0,0,40,9,1,7,63,25,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Eugeni Valderrama,ESP,MF,26,1994,1.3,0,0,0,0,3,0,4,4,2,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Gastón Silva,URU,DF,26,1994,6.7,2,0,0,10,2,0,0,12,12,,,1,2020-2021,misc
ESP-La Liga,2020,Huesca,Idrissa Doumbia,CIV,MF,22,1998,8.7,4,0,0,12,5,0,0,7,9,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Jaime Seoane,ESP,MF,23,1997,22.9,5,0,0,43,32,1,27,17,33,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Javi Galán,ESP,"MF,DF",25,1994,34.1,5,0,0,62,97,5,158,38,53,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Javier Ontiveros,ESP,"FW,MF",22,1997,10.2,5,0,0,27,33,0,32,9,13,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Joaquín Muñoz,ESP,"FW,MF",21,1999,0.5,0,0,0,2,2,0,2,1,0,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Jorge Pulido,ESP,DF,29,1991,32.1,6,1,1,35,26,4,12,57,26,,,0,2020-2021,misc
ESP-La Liga,2020,Huesca,Juan Carlos,ESP,MF,29,1991,3.2,0,0,0,13,7,0,3,2,4,,,0,2020-2021,misc
