league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ITA-Serie A,2022,Hellas Verona,Lorenzo Montipò,ITA,GK,26,1996,37,37,3330,37.0,59,1.59,184,125,67.9,7,9,21,5,13.5,2,1,1,0,50.0,2022-2023,keeper
ITA-Serie A,2022,Hellas Verona,Simone Perilli,ITA,GK,27,1995,1,1,90,1.0,0,0.0,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Inter,Alex Cordaz,ITA,GK,39,1983,1,0,26,0.3,0,0.0,2,2,100.0,0,0,0,1,,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Inter,André Onana,CMR,GK,26,1996,24,24,2160,24.0,24,1.0,84,61,71.4,14,3,7,8,33.3,2,2,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Inter,Samir Handanović,SVN,GK,38,1984,14,14,1234,13.7,18,1.31,53,35,66.0,9,0,5,5,35.7,1,1,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Juventus,Mattia Perin,ITA,GK,29,1992,11,10,948,10.5,7,0.66,39,32,82.1,5,3,2,6,60.0,2,1,1,0,50.0,2022-2023,keeper
ITA-Serie A,2022,Juventus,Wojciech Szczęsny,POL,GK,32,1990,28,28,2472,27.5,26,0.95,91,67,71.4,17,3,8,15,53.6,3,3,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Lazio,Ivan Provedel,ITA,GK,28,1994,38,37,3413,37.9,30,0.79,129,99,76.7,21,8,8,21,56.8,2,1,0,1,0.0,2022-2023,keeper
ITA-Serie A,2022,Lazio,Luís Maximiano,POR,GK,23,1999,1,1,5,0.1,0,0.0,0,0,,1,0,0,0,0.0,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Lecce,Wladimiro Falcone,ITA,GK,27,1995,38,38,3420,38.0,46,1.21,153,112,69.9,8,12,18,6,15.8,6,5,1,0,16.7,2022-2023,keeper
ITA-Serie A,2022,Milan,Antonio Mirante,ITA,GK,39,1983,1,0,2,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Milan,Ciprian Tătărușanu,ROU,GK,36,1986,16,16,1440,16.0,22,1.37,63,41,65.1,9,3,4,4,25.0,2,2,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Milan,Mike Maignan,FRA,GK,27,1995,22,22,1978,22.0,21,0.96,59,40,64.4,11,7,4,8,36.4,3,2,1,0,33.3,2022-2023,keeper
ITA-Serie A,2022,Monza,Alessio Cragno,ITA,GK,28,1994,1,1,90,1.0,3,3.0,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Monza,Michele Di Gregorio,ITA,GK,25,1997,37,37,3330,37.0,49,1.32,169,120,71.0,14,10,13,10,27.0,3,3,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Napoli,Alex Meret,ITA,GK,25,1997,34,34,3060,34.0,24,0.71,90,67,73.3,26,5,3,16,47.1,2,1,1,0,50.0,2022-2023,keeper
ITA-Serie A,2022,Napoli,Pierluigi Gollini,ITA,GK,27,1995,4,4,360,4.0,4,1.0,16,12,75.0,2,1,1,2,50.0,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Roma,Mile Svilar,SRB,GK,22,1999,3,3,270,3.0,3,1.0,10,7,70.0,1,1,1,1,33.3,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Roma,Rui Patrício,POR,GK,34,1988,35,35,3150,35.0,35,1.0,108,73,67.6,17,8,10,13,37.1,3,2,1,0,33.3,2022-2023,keeper
ITA-Serie A,2022,Salernitana,Guillermo Ochoa,MEX,GK,37,1985,20,20,1800,20.0,33,1.65,103,70,68.0,4,10,6,4,20.0,4,3,1,0,25.0,2022-2023,keeper
ITA-Serie A,2022,Salernitana,Luigi Sepe,ITA,GK,31,1991,17,17,1530,17.0,27,1.59,84,57,67.9,4,5,8,3,17.6,7,4,3,0,42.9,2022-2023,keeper
ITA-Serie A,2022,Salernitana,Vincenzo Fiorillo,ITA,GK,32,1990,1,1,90,1.0,2,2.0,4,2,50.0,1,0,0,0,0.0,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Sampdoria,Emil Audero,IDN,GK,25,1997,25,25,2250,25.0,39,1.56,121,82,67.8,2,6,17,4,16.0,7,5,2,0,28.6,2022-2023,keeper
ITA-Serie A,2022,Sampdoria,Martin Turk,SVN,GK,18,2003,4,4,360,4.0,9,2.25,30,21,70.0,1,1,2,0,0.0,2,1,0,1,0.0,2022-2023,keeper
ITA-Serie A,2022,Sampdoria,Nicola Ravaglia,ITA,GK,33,1988,9,9,810,9.0,23,2.56,64,41,64.1,0,3,6,0,0.0,2,2,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Sassuolo,Alessandro Russo,ITA,GK,21,2001,1,1,90,1.0,3,3.0,7,4,57.1,0,0,1,0,0.0,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Sassuolo,Andrea Consigli,ITA,GK,35,1987,35,35,3150,35.0,55,1.57,119,64,53.8,12,8,15,9,25.7,3,3,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Sassuolo,Gianluca Pegolo,ITA,GK,41,1981,2,2,180,2.0,3,1.5,6,3,50.0,0,1,1,0,0.0,1,1,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Spezia,Bartłomiej Drągowski,POL,GK,24,1997,34,34,2946,32.7,54,1.65,168,114,67.9,6,10,18,6,17.6,6,4,1,1,20.0,2022-2023,keeper
ITA-Serie A,2022,Spezia,Federico Marchetti,ITA,GK,39,1983,1,0,66,0.7,2,2.73,3,1,33.3,0,0,0,0,,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Spezia,Jeroen Zoet,NED,GK,31,1991,5,4,334,3.7,4,1.08,14,10,71.4,0,3,1,0,0.0,1,1,0,0,0.0,2022-2023,keeper
ITA-Serie A,2022,Spezia,Petar Zovko,BIH,GK,20,2002,1,0,74,0.8,2,2.43,3,1,33.3,0,0,0,0,,0,0,0,0,,2022-2023,keeper
ITA-Serie A,2022,Torino,Vanja Milinković-Savić,SRB,GK,25,1997,38,38,3420,38.0,41,1.08,137,96,70.1,14,11,13,11,28.9,6,5,0,1,0.0,2022-2023,keeper
ITA-Serie A,2022,Udinese,Marco Silvestri,ITA,GK,31,1991,38,38,3420,38.0,48,1.26,137,89,65.0,11,13,14,10,26.3,7,6,0,1,0.0,2022-2023,keeper
,2022,Augsburg,Rafał Gikiewicz,POL,GK,34,1987,23,23,2070,23.0,41,1.78,137,96,70.1,8,3,12,5,21.7,4,1,2,1,66.7,2022-2023,keeper
,2022,Augsburg,Tomáš Koubek,CZE,GK,29,1992,11,11,990,11.0,22,2.0,68,46,67.6,1,4,6,1,9.1,0,0,0,0,,2022-2023,keeper
,2022,Bayern Munich,Manuel Neuer,GER,GK,36,1986,12,12,1080,12.0,11,0.92,44,33,75.0,7,4,1,4,33.3,2,2,0,0,0.0,2022-2023,keeper
,2022,Bayern Munich,Sven Ulreich,GER,GK,33,1988,3,3,270,3.0,2,0.67,7,5,71.4,3,0,0,2,66.7,1,0,1,0,100.0,2022-2023,keeper
,2022,Bayern Munich,Yann Sommer,SUI,GK,33,1988,19,19,1710,19.0,25,1.32,55,30,54.5,11,4,4,5,26.3,7,7,0,0,0.0,2022-2023,keeper
,2022,Bochum,Manuel Riemann,GER,GK,33,1988,34,34,3060,34.0,72,2.12,189,127,61.9,10,5,19,5,14.7,14,8,3,3,27.3,2022-2023,keeper
,2022,Dortmund,Alexander Meyer,GER,GK,31,1991,7,7,630,7.0,12,1.71,32,20,62.5,3,2,2,1,14.3,0,0,0,0,,2022-2023,keeper
,2022,Dortmund,Gregor Kobel,SUI,GK,24,1997,27,27,2430,27.0,32,1.19,120,88,73.3,19,3,5,11,40.7,1,1,0,0,0.0,2022-2023,keeper
,2022,Frankfurt,Diant Ramaj,GER,GK,20,2001,1,1,90,1.0,1,1.0,6,5,83.3,0,1,0,0,0.0,0,0,0,0,,2022-2023,keeper
,2022,Frankfurt,Kevin Trapp,GER,GK,32,1990,33,33,2970,33.0,51,1.55,131,80,61.1,13,10,10,6,18.2,2,2,0,0,0.0,2022-2023,keeper
,2022,Freiburg,Mark Flekken,NED,GK,29,1993,34,34,3060,34.0,44,1.29,148,108,70.3,17,8,9,13,38.2,6,5,0,1,0.0,2022-2023,keeper
,2022,Gladbach,Jan Olschowsky,GER,GK,20,2001,4,4,360,4.0,11,2.75,31,20,64.5,1,1,2,0,0.0,1,1,0,0,0.0,2022-2023,keeper
,2022,Gladbach,Jonas Omlin,SUI,GK,28,1994,15,15,1290,14.3,18,1.26,56,38,67.9,5,4,6,5,33.3,2,2,0,0,0.0,2022-2023,keeper
,2022,Gladbach,Tobias Sippel,GER,GK,34,1988,6,5,510,5.7,12,2.12,33,21,63.6,1,1,3,1,20.0,1,1,0,0,0.0,2022-2023,keeper
,2022,Gladbach,Yann Sommer,SUI,GK,33,1988,10,10,900,10.0,14,1.4,61,47,77.0,4,4,2,3,30.0,2,2,0,0,0.0,2022-2023,keeper
,2022,Hertha BSC,Oliver Christensen,DEN,GK,23,1999,33,33,2970,33.0,68,2.06,159,96,57.2,6,8,19,3,9.1,6,5,1,0,16.7,2022-2023,keeper
,2022,Hertha BSC,Tjark Ernst,GER,GK,19,2003,1,1,90,1.0,1,1.0,8,7,87.5,1,0,0,0,0.0,0,0,0,0,,2022-2023,keeper
,2022,Hoffenheim,Oliver Baumann,GER,GK,32,1990,34,34,3060,34.0,57,1.68,163,106,65.0,10,6,18,5,14.7,3,2,0,1,0.0,2022-2023,keeper
,2022,Köln,Marvin Schwäbe,GER,GK,27,1995,34,34,3060,34.0,54,1.59,127,77,57.5,10,12,12,6,17.6,5,4,1,0,20.0,2022-2023,keeper
,2022,Leverkusen,Andrey Lunyov,RUS,GK,30,1991,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,2022-2023,keeper
,2022,Leverkusen,Lukáš Hrádecký,FIN,GK,32,1989,33,33,2969,33.0,47,1.42,138,97,65.9,14,8,11,9,27.3,7,7,0,0,0.0,2022-2023,keeper
,2022,Mainz 05,Finn Dahmen,GER,GK,24,1998,8,8,720,8.0,16,2.0,43,27,62.8,3,2,3,0,0.0,3,1,2,0,66.7,2022-2023,keeper
,2022,Mainz 05,Robin Zentner,GER,GK,27,1994,26,26,2340,26.0,39,1.5,106,70,63.2,9,8,9,7,26.9,5,3,1,1,25.0,2022-2023,keeper
,2022,RB Leipzig,Janis Blaswich,GER,GK,31,1991,26,26,2340,26.0,29,1.12,75,46,61.3,16,4,6,7,26.9,7,6,1,0,14.3,2022-2023,keeper
,2022,RB Leipzig,Péter Gulácsi,HUN,GK,32,1990,6,6,540,6.0,10,1.67,27,17,63.0,2,2,2,2,33.3,1,1,0,0,0.0,2022-2023,keeper
,2022,RB Leipzig,Ørjan Nyland,NOR,GK,31,1990,2,2,180,2.0,2,1.0,6,4,66.7,2,0,0,1,50.0,0,0,0,0,,2022-2023,keeper
,2022,Schalke 04,Alexander Schwolow,GER,GK,30,1992,23,22,2035,22.6,58,2.57,138,80,58.0,4,4,14,2,9.1,4,4,0,0,0.0,2022-2023,keeper
,2022,Schalke 04,Ralf Fährmann,GER,GK,33,1988,12,12,1025,11.4,13,1.14,56,43,76.8,3,6,3,5,41.7,2,1,0,1,0.0,2022-2023,keeper
,2022,Stuttgart,Fabian Bredlow,GER,GK,27,1995,15,15,1350,15.0,23,1.53,61,38,62.3,4,5,6,1,6.7,5,5,0,0,0.0,2022-2023,keeper
,2022,Stuttgart,Florian Müller,GER,GK,24,1997,19,19,1710,19.0,34,1.79,87,53,60.9,3,7,9,1,5.3,1,1,0,0,0.0,2022-2023,keeper
,2022,Union Berlin,Frederik Rønnow,DEN,GK,29,1992,29,29,2610,29.0,27,0.93,121,94,77.7,16,7,6,11,37.9,5,5,0,0,0.0,2022-2023,keeper
,2022,Union Berlin,Lennart Grill,GER,GK,23,1999,5,5,450,5.0,11,2.2,25,14,56.0,2,1,2,2,40.0,2,2,0,0,0.0,2022-2023,keeper
,2022,Werder Bremen,Jiří Pavlenka,CZE,GK,30,1992,33,33,2908,32.3,61,1.89,172,111,64.5,10,5,18,4,12.1,3,2,1,0,33.3,2022-2023,keeper
,2022,Werder Bremen,Michael Zetterer,GER,GK,27,1995,2,1,152,1.7,3,1.78,14,11,78.6,0,1,0,0,0.0,0,0,0,0,,2022-2023,keeper
,2022,Wolfsburg,Koen Casteels,BEL,GK,30,1992,34,34,3060,34.0,48,1.41,149,101,67.8,13,10,11,12,35.3,7,4,1,2,20.0,2022-2023,keeper
