league,season,team,player,nation,pos,age,born,keeper_playing_time_mp,keeper_playing_time_starts,keeper_playing_time_min,keeper_90s,keeper_performance_ga,keeper_performance_ga90,keeper_performance_sota,keeper_performance_saves,keeper_performance_savepct,keeper_performance_w,keeper_performance_d,keeper_performance_l,keeper_performance_cs,keeper_performance_cspct,keeper_penalty_kicks_pkatt,keeper_penalty_kicks_pka,keeper_penalty_kicks_pksv,keeper_penalty_kicks_pkm,keeper_penalty_kicks_savepct,fbref_season_label,fbref_stat_type
ITA-Serie A,2017,Bologna,Antonio Mirante,ITA,GK,34,1983,33,33,2970,33.0,46,1.39,149,103,69.1,10,5,18,7,21.2,3,2,0,1,0.0,2017-2018,keeper
ITA-Serie A,2017,Bologna,Antonio Santurro,DOM,GK,25,1992,1,1,90,1.0,1,1.0,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Cagliari,Alessio Cragno,ITA,GK,23,1994,29,29,2536,28.2,47,1.67,131,84,64.1,7,4,17,7,24.1,10,6,2,2,25.0,2017-2018,keeper
ITA-Serie A,2017,Cagliari,Luca Crosta,ITA,GK,19,1998,1,1,90,1.0,3,3.0,4,1,25.0,0,0,1,0,0.0,1,1,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Cagliari,Rafael,BRA,GK,35,1982,10,8,794,8.8,11,1.25,34,23,67.6,4,2,3,1,12.5,1,1,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Chievo,Stefano Sorrentino,ITA,GK,38,1979,38,38,3420,38.0,59,1.55,192,133,69.3,10,10,18,7,18.4,8,4,3,1,42.9,2017-2018,keeper
ITA-Serie A,2017,Crotone,Alex Cordaz,ITA,GK,34,1983,38,38,3420,38.0,66,1.74,206,140,68.0,9,8,21,5,13.2,8,6,1,1,14.3,2017-2018,keeper
ITA-Serie A,2017,Fiorentina,Bartłomiej Drągowski,POL,GK,19,1997,3,1,217,2.4,8,3.32,13,5,38.5,0,0,2,0,0.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Fiorentina,Marco Sportiello,ITA,GK,25,1992,37,37,3202,35.6,38,1.07,133,95,71.4,16,9,11,14,37.8,3,2,1,0,33.3,2017-2018,keeper
ITA-Serie A,2017,Genoa,Eugenio Lamanna,ITA,GK,27,1989,1,1,90,1.0,1,1.0,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Genoa,Mattia Perin,ITA,GK,24,1992,37,37,3330,37.0,42,1.14,170,128,75.3,11,8,18,12,32.4,4,4,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Hellas Verona,Marco Silvestri,ITA,GK,26,1991,2,2,180,2.0,7,3.5,21,14,66.7,0,0,2,0,0.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Hellas Verona,Nícolas Andrade,BRA,GK,29,1988,36,36,3240,36.0,71,1.97,185,114,61.6,7,4,25,7,19.4,8,6,2,0,25.0,2017-2018,keeper
ITA-Serie A,2017,Inter,Samir Handanović,SVN,GK,33,1984,38,38,3420,38.0,30,0.79,122,92,75.4,20,12,6,17,44.7,2,2,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Juventus,Carlo Pinsoglio,ITA,GK,27,1990,1,0,28,0.3,1,3.21,2,1,50.0,0,0,0,0,,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Juventus,Gianluigi Buffon,ITA,GK,39,1978,21,21,1862,20.7,14,0.68,58,44,75.9,17,2,2,11,52.4,4,3,1,0,25.0,2017-2018,keeper
ITA-Serie A,2017,Juventus,Wojciech Szczęsny,POL,GK,27,1990,17,17,1530,17.0,9,0.53,33,24,72.7,13,3,1,11,64.7,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Lazio,Thomas Strakosha,ALB,GK,22,1995,38,38,3420,38.0,49,1.29,161,112,69.6,21,9,8,11,28.9,11,9,1,1,10.0,2017-2018,keeper
ITA-Serie A,2017,Milan,Gianluigi Donnarumma,ITA,GK,18,1999,38,38,3420,38.0,42,1.11,133,91,68.4,18,10,10,12,31.6,3,2,0,1,0.0,2017-2018,keeper
ITA-Serie A,2017,Napoli,Luigi Sepe,ITA,GK,26,1991,1,1,90,1.0,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Napoli,Pepe Reina,ESP,GK,34,1982,37,37,3330,37.0,29,0.78,99,70,70.7,28,6,3,18,48.6,2,2,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Roma,Alisson,BRA,GK,24,1992,37,37,3330,37.0,28,0.76,109,81,74.3,22,8,7,17,45.9,5,3,2,0,40.0,2017-2018,keeper
ITA-Serie A,2017,Roma,Łukasz Skorupski,POL,GK,26,1991,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,SPAL,Alex Meret,ITA,GK,20,1997,13,13,1158,12.9,16,1.24,62,46,74.2,2,7,4,4,30.8,6,3,2,1,40.0,2017-2018,keeper
ITA-Serie A,2017,SPAL,Alfred Gomis,SEN,GK,23,1993,26,25,2261,25.1,43,1.71,142,99,69.7,6,7,12,3,12.0,7,6,1,0,14.3,2017-2018,keeper
ITA-Serie A,2017,SPAL,Gabriele Marchegiani,ITA,GK,21,1996,1,0,1,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Sampdoria,Christian Puggioni,ITA,GK,36,1981,9,9,810,9.0,12,1.33,34,22,64.7,5,2,2,5,55.6,3,3,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Sampdoria,Emiliano Viviano,ITA,GK,31,1985,27,27,2430,27.0,43,1.59,134,91,67.9,11,4,12,6,22.2,6,2,4,0,66.7,2017-2018,keeper
ITA-Serie A,2017,Sampdoria,Vid Belec,SVN,GK,27,1990,2,2,180,2.0,5,2.5,12,7,58.3,0,0,2,0,0.0,1,1,0,0,0.0,2017-2018,keeper
ITA-Serie A,2017,Sassuolo,Andrea Consigli,ITA,GK,30,1987,37,37,3316,36.8,58,1.57,174,116,66.7,11,10,16,10,27.0,3,2,1,0,33.3,2017-2018,keeper
ITA-Serie A,2017,Sassuolo,Gianluca Pegolo,ITA,GK,36,1981,2,1,104,1.2,1,0.87,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Torino,Salvatore Sirigu,ITA,GK,30,1987,37,37,3330,37.0,45,1.22,158,113,71.5,12,15,10,10,27.0,8,5,3,0,37.5,2017-2018,keeper
ITA-Serie A,2017,Torino,Vanja Milinković-Savić,SRB,GK,20,1997,1,1,90,1.0,1,1.0,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,2017-2018,keeper
ITA-Serie A,2017,Udinese,Albano Bizzarri,ARG,GK,39,1977,32,32,2880,32.0,52,1.62,147,95,64.6,11,4,17,8,25.0,5,2,2,1,50.0,2017-2018,keeper
ITA-Serie A,2017,Udinese,Simone Scuffet,ITA,GK,21,1996,6,6,540,6.0,11,1.83,28,17,60.7,1,0,5,1,16.7,1,0,1,0,100.0,2017-2018,keeper
,2017,Augsburg,Andreas Luthe,GER,GK,30,1987,2,2,180,2.0,4,2.0,7,3,42.9,0,1,1,0,0.0,1,1,0,0,0.0,2017-2018,keeper
,2017,Augsburg,Marwin Hitz,SUI,GK,29,1987,32,32,2880,32.0,42,1.31,157,115,73.2,10,10,12,9,28.1,2,1,1,0,50.0,2017-2018,keeper
,2017,Bayern Munich,Manuel Neuer,GER,GK,31,1986,3,3,270,3.0,2,0.67,8,6,75.0,2,0,1,2,66.7,0,0,0,0,,2017-2018,keeper
,2017,Bayern Munich,Sven Ulreich,GER,GK,28,1988,29,29,2610,29.0,26,0.9,86,60,69.8,23,3,3,12,41.4,5,1,4,0,80.0,2017-2018,keeper
,2017,Bayern Munich,Tom Starke,GER,GK,36,1981,2,2,180,2.0,0,0.0,6,6,100.0,2,0,0,2,100.0,0,0,0,0,,2017-2018,keeper
,2017,Dortmund,Roman Bürki,SUI,GK,26,1990,33,33,2969,33.0,43,1.3,144,101,70.1,15,9,9,12,36.4,2,2,0,0,0.0,2017-2018,keeper
,2017,Dortmund,Roman Weidenfeller,GER,GK,36,1980,2,1,91,1.0,4,3.96,6,2,33.3,0,1,0,0,0.0,0,0,0,0,,2017-2018,keeper
,2017,Frankfurt,Lukáš Hrádecký,FIN,GK,27,1989,34,34,3060,34.0,45,1.32,142,97,68.3,14,7,13,7,20.6,3,2,0,1,0.0,2017-2018,keeper
,2017,Freiburg,Alexander Schwolow,GER,GK,25,1992,33,33,2906,32.3,53,1.64,149,96,64.4,7,11,14,9,27.3,5,4,0,1,0.0,2017-2018,keeper
,2017,Freiburg,Rafał Gikiewicz,POL,GK,29,1987,2,1,154,1.7,3,1.75,6,3,50.0,1,1,0,0,0.0,0,0,0,0,,2017-2018,keeper
,2017,Gladbach,Tobias Sippel,GER,GK,29,1988,5,4,435,4.8,10,2.07,23,13,56.5,1,0,4,1,25.0,0,0,0,0,,2017-2018,keeper
,2017,Gladbach,Yann Sommer,SUI,GK,28,1988,30,30,2625,29.2,42,1.44,150,108,72.0,12,8,9,6,20.0,4,4,0,0,0.0,2017-2018,keeper
,2017,Hamburger SV,Christian Mathenia,GER,GK,25,1992,24,24,2160,24.0,38,1.58,90,52,57.8,4,6,14,6,25.0,4,3,0,1,0.0,2017-2018,keeper
,2017,Hamburger SV,Julian Pollersbeck,GER,GK,22,1994,10,10,900,10.0,15,1.5,49,34,69.4,4,1,5,1,10.0,0,0,0,0,,2017-2018,keeper
,2017,Hannover 96,Michael Esser,GER,GK,29,1987,3,3,270,3.0,9,3.0,14,5,35.7,1,0,2,0,0.0,1,0,0,1,,2017-2018,keeper
,2017,Hannover 96,Philipp Tschauner,GER,GK,31,1985,31,31,2790,31.0,45,1.45,157,112,71.3,9,9,13,5,16.1,3,2,0,1,0.0,2017-2018,keeper
,2017,Hertha BSC,Rune Jarstein,NOR,GK,32,1984,31,31,2790,31.0,44,1.42,142,98,69.0,10,10,11,7,22.6,6,5,0,1,0.0,2017-2018,keeper
,2017,Hertha BSC,Thomas Kraft,GER,GK,29,1988,3,3,270,3.0,2,0.67,15,13,86.7,0,3,0,1,33.3,1,1,0,0,0.0,2017-2018,keeper
,2017,Hoffenheim,Oliver Baumann,GER,GK,27,1990,34,34,3060,34.0,48,1.41,150,102,68.0,15,10,9,10,29.4,4,3,1,0,25.0,2017-2018,keeper
,2017,Köln,Timo Horn,GER,GK,24,1993,34,34,3060,34.0,70,2.06,208,138,66.3,5,7,22,5,14.7,9,8,1,0,11.1,2017-2018,keeper
,2017,Leverkusen,Bernd Leno,GER,GK,25,1992,33,33,2970,33.0,40,1.21,113,73,64.6,15,10,8,10,30.3,5,5,0,0,0.0,2017-2018,keeper
,2017,Leverkusen,Ramazan Özcan,AUT,GK,33,1984,1,1,90,1.0,4,4.0,9,5,55.6,0,0,1,0,0.0,1,0,1,0,100.0,2017-2018,keeper
,2017,Mainz 05,Florian Müller,GER,GK,19,1997,5,5,450,5.0,7,1.4,21,14,66.7,1,1,3,1,20.0,1,0,1,0,100.0,2017-2018,keeper
,2017,Mainz 05,René Adler,GER,GK,32,1985,14,14,1260,14.0,18,1.29,56,38,67.9,5,3,6,4,28.6,2,1,0,1,0.0,2017-2018,keeper
,2017,Mainz 05,Robin Zentner,GER,GK,22,1994,15,15,1350,15.0,27,1.8,67,40,59.7,3,5,7,2,13.3,4,4,0,0,0.0,2017-2018,keeper
,2017,RB Leipzig,Péter Gulácsi,HUN,GK,27,1990,33,33,2970,33.0,52,1.58,149,97,65.1,15,8,10,6,18.2,5,5,0,0,0.0,2017-2018,keeper
,2017,RB Leipzig,Yvon Mvogo,SUI,GK,23,1994,1,1,90,1.0,1,1.0,2,1,50.0,0,0,1,0,0.0,0,0,0,0,,2017-2018,keeper
,2017,Schalke 04,Alexander Nübel,GER,GK,20,1996,1,0,45,0.5,0,0.0,1,1,100.0,0,0,0,0,,0,0,0,0,,2017-2018,keeper
,2017,Schalke 04,Ralf Fährmann,GER,GK,28,1988,34,34,3015,33.5,37,1.1,128,91,71.1,18,9,7,12,35.3,6,3,2,1,40.0,2017-2018,keeper
,2017,Stuttgart,Ron-Robert Zieler,GER,GK,28,1989,34,34,3060,34.0,36,1.06,156,120,76.9,15,6,13,12,35.3,6,4,2,0,33.3,2017-2018,keeper
,2017,Werder Bremen,Jiří Pavlenka,CZE,GK,25,1992,34,34,3060,34.0,40,1.18,165,125,75.8,10,12,12,8,23.5,4,2,1,1,33.3,2017-2018,keeper
,2017,Wolfsburg,Koen Casteels,BEL,GK,25,1992,34,34,3060,34.0,48,1.41,154,106,68.8,6,15,13,8,23.5,10,6,3,1,33.3,2017-2018,keeper
